est,lo,hi,L1,L2,L2a,L2b,L3,n_eff,n,delta
0.1213488164359175,-0.22174647379591184,0.38857761319597434,False,False,False,False,True,6684,38218,0.3
0.37429991255734074,0.05175816563280645,0.6549963890643251,True,False,False,True,True,7028,37919,0.3
0.2769923479331357,-0.07711239341580495,0.5985104492005431,True,False,False,False,True,6533,39712,0.3
0.3283318099746022,-0.05938409482230206,0.611093206981159,True,False,False,False,True,6427,38426,0.3
0.3612144916577906,-0.02694206468249027,0.7186157242011347,True,False,False,False,True,6875,38625,0.3
0.045729665577415035,-0.29181146856095935,0.36136294315667933,False,False,False,False,True,6189,37238,0.3
0.10293261017441074,-0.29331374856292086,0.4474865543463228,True,False,False,False,True,5843,39445,0.3
0.2543142573543708,-0.20898882438434796,0.5915624397956657,True,False,False,False,True,6506,39002,0.3
0.1661048958033648,-0.20781913861654425,0.5549052310969675,True,False,False,False,True,6670,39289,0.3
0.290093853639872,-0.018325512736321044,0.635969941885877,True,False,False,False,True,6372,37452,0.3
0.23668764866027175,-0.1064348642565474,0.5186198203837509,True,False,False,False,True,7202,37456,0.3
0.37437460494208463,0.1107662641731294,0.6776146083272465,True,False,False,True,True,6383,37592,0.3
0.25902665030467203,-0.065991290709122,0.5232068589830006,True,False,False,False,True,7224,37635,0.3
0.25081470079809626,-0.08086604508744794,0.5887694974052475,True,False,False,False,True,7108,38229,0.3
0.27650785444986975,-0.05042122381230002,0.6609892761663897,True,False,False,False,True,6917,38961,0.3
0.09881010288086939,-0.22140648434946592,0.38653059020331937,False,False,False,False,True,6854,38388,0.3
0.20946757603851313,-0.09690464834400307,0.5604133339829132,True,False,False,False,True,5987,39754,0.3
0.21087433120762195,-0.09946206807074642,0.5262690720880123,False,False,False,False,True,6839,38193,0.3
0.28731841080623627,-0.04398496512290932,0.6247570921826089,True,False,False,False,True,6247,40093,0.3
0.621749618039113,0.24619077894326075,0.9352265034462999,True,False,False,True,True,6101,37103,0.6
0.6443477602036446,0.3372285131624106,0.9353438564430641,True,False,False,True,True,7020,38820,0.6
0.5511683672602569,0.2266944138747795,0.9255149814599619,True,False,False,True,True,5637,39487,0.6
