seed,delta,needle,pseudo,band_p95,best_est,best_cell,n_promoted,unrelated_false_promotions,overlap_affected_promotions,true_cell_rank,rank_found,search_promoted,final_accepted,needle_verdict,needle_n
100005,6.0,sig_lead_in_lag+sig_macro_vix_up,sig_lead_in_lag+sig_macro_vix_up,3.345847805030644,7.499473676085472,sig_lead_in_lag+sig_macro_vix_up,4,1,2,1.0,True,True,True,BUILD,7087.0
100006,6.0,¬sig_h1_dr,¬sig_h1_dr,2.7183493738994002,4.717204015702009,¬sig_h1_dr,1,0,0,1.0,True,True,True,BUILD,253221.0
100007,6.0,¬sig_rs_intact,¬sig_rs_intact,2.702009209617972,5.260863661766052,¬sig_rs_intact,4,0,3,1.0,True,True,True,BUILD,189042.0
100008,6.0,sig_lead_in_lag+sig_macro_vix_up,sig_lead_in_lag+sig_macro_vix_up,3.2993719587102532,7.499473676085472,sig_lead_in_lag+sig_macro_vix_up,4,1,2,1.0,True,True,True,BUILD,7087.0
100009,6.0,sig_rs_intact+sig_conso,sig_rs_intact+sig_conso,3.844238094985485,6.50402982160449,sig_rs_intact+sig_conso,5,0,4,1.0,True,True,True,BUILD,78019.0
100010,6.0,rsi35-50&rs,rsi35-50&rs,4.04114508384082,7.6905308701097965,rsi35-50&rs,5,0,4,1.0,True,True,True,BUILD,39610.0
100011,6.0,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,3.4168596006929874,7.867283601313829,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,5,0,4,1.0,True,True,True,BUILD,14608.0
100012,6.0,sig_conso+sig_macro_vix_up,sig_conso+sig_macro_vix_up,5.073824333027005,6.492852460592985,sig_conso+sig_macro_vix_up,4,0,3,1.0,True,True,True,BUILD,43278.0
100013,6.0,rsi35-50,rsi35-50,3.513947119936347,6.547780375927687,rsi35-50,4,0,3,1.0,True,True,True,BUILD,128411.0
100014,6.0,adx3&rs,adx3&rs,3.733552954159677,6.800013169646263,adx3&rs,5,0,4,1.0,True,True,True,BUILD,41432.0
100015,6.0,sig_rs_intact+sig_h1_dr,sig_rs_intact+sig_h1_dr,3.9442150509450586,7.391992531716824,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,5,0,4,4.0,True,True,True,BUILD,36246.0
100016,6.0,¬sig_conso,¬sig_conso,3.6635152225178897,6.262274593114853,¬sig_conso,2,0,1,1.0,True,True,True,BUILD,77937.0
100017,6.0,sig_rs_intact+sig_conso+sig_lead_in_lag,sig_rs_intact+sig_conso+sig_lead_in_lag,3.42494659293443,7.552024483680725,sig_conso+sig_lead_in_lag,5,0,4,2.0,True,True,True,BUILD,28006.0
100018,6.0,sig_conso+sig_lead_in_lag,sig_conso+sig_lead_in_lag,3.351608654484153,7.552024483680725,sig_conso+sig_lead_in_lag,5,0,4,1.0,True,True,True,BUILD,28006.0
100019,6.0,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,3.4653741531074047,7.867283601313829,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,5,0,4,1.0,True,True,True,BUILD,14608.0
100020,6.0,rsi<35&rs,rsi<35&rs,3.788311518728733,9.837442956864834,rsi<35&rs,1,0,0,1.0,True,True,True,BUILD,7505.0
100021,6.0,rsi50-65&rs,rsi50-65&rs,2.9254423856735228,5.51595738530159,rsi50-65&rs,5,0,4,1.0,True,True,True,BUILD,36762.0
100022,6.0,rsi50-65&rs,rsi50-65&rs,2.967397535964847,5.51595738530159,rsi50-65&rs,5,0,4,1.0,True,True,True,BUILD,36762.0
100023,6.0,sig_conso+sig_lead_in_lag+sig_h1_dr,sig_conso+sig_lead_in_lag+sig_h1_dr,3.3313296269625425,7.673501543700695,sig_conso+sig_lead_in_lag+sig_h1_dr,5,1,3,1.0,True,True,True,BUILD,11489.0
100024,6.0,¬sig_lead_in_lag,¬sig_lead_in_lag,3.1040910887531936,4.312690295279026,¬sig_lead_in_lag,1,0,0,1.0,True,True,True,BUILD,253388.0
100025,6.0,¬sig_conso,¬sig_conso,3.760074842721224,6.262274593114853,¬sig_conso,2,0,1,1.0,True,True,True,BUILD,77937.0
100026,6.0,sig_conso+sig_lead_in_lag+sig_h1_dr,sig_conso+sig_lead_in_lag+sig_h1_dr,3.352065864019096,7.673501543700695,sig_conso+sig_lead_in_lag+sig_h1_dr,5,1,3,1.0,True,True,True,BUILD,11489.0
100027,6.0,¬sig_h1_dr,¬sig_h1_dr,2.69318759907037,4.717204015702009,¬sig_h1_dr,1,0,0,1.0,True,True,True,BUILD,253221.0
100028,6.0,sig_h1_dr+sig_macro_vix_up,sig_h1_dr+sig_macro_vix_up,3.6546505987644196,7.209328789263964,sig_h1_dr+sig_macro_vix_up,4,1,2,1.0,True,True,True,BUILD,10952.0
100029,6.0,sig_rs_intact+sig_lead_in_lag,sig_rs_intact+sig_lead_in_lag,3.500513680558652,7.687309704720974,sig_lead_in_lag&rs,5,0,4,3.0,True,True,True,BUILD,36079.0
100030,6.0,rsi50-65,rsi50-65,2.362232434749603,4.978735879063606,rsi50-65,3,0,2,1.0,True,True,True,BUILD,74125.0
100031,6.0,sig_lead_in_lag+sig_h1_dr,sig_lead_in_lag+sig_h1_dr,3.431766922585666,7.867283601313829,sig_rs_intact+sig_lead_in_lag+sig_h1_dr,5,0,4,2.0,True,True,True,BUILD,14608.0
100032,6.0,¬sig_macro_vix_up,¬sig_macro_vix_up,5.677133187651634,5.677133187651634,¬sig_macro_vix_up,0,0,0,1.0,True,False,False,NOT_PROMOTED,228272.0
100033,6.0,adx1&rs,adx1&rs,2.932785600423813,5.037550273351371,adx1&rs,2,1,0,1.0,True,True,True,BUILD,22123.0
100034,6.0,sig_conso+sig_h1_dr,sig_conso+sig_h1_dr,3.8681562925223263,7.280342414975166,sig_conso+sig_lead_in_lag+sig_h1_dr,5,0,4,2.0,True,True,True,BUILD,28630.0
100035,6.0,¬sig_h1_dr,¬sig_h1_dr,2.6636683684773743,4.717204015702009,¬sig_h1_dr,1,0,0,1.0,True,True,True,BUILD,253221.0
100036,6.0,rsi35-50&conso,rsi35-50&conso,3.348333399556577,6.492786057293415,rsi35-50&conso,4,0,3,1.0,True,True,True,BUILD,98388.0
100037,6.0,¬sig_conso,¬sig_conso,3.685191221696368,6.262274593114853,¬sig_conso,2,0,1,1.0,True,True,True,BUILD,77937.0
100038,6.0,sig_conso+sig_macro_vix_up,sig_conso+sig_macro_vix_up,5.073824333027005,6.492852460592985,sig_conso+sig_macro_vix_up,4,0,3,1.0,True,True,True,BUILD,43278.0
100039,6.0,sig_lead_in_lag&rs,sig_lead_in_lag&rs,3.439647576585412,7.687309704720974,sig_lead_in_lag&rs,5,0,4,1.0,True,True,True,BUILD,36079.0
