dp,arr,arr_lo,arr_hi,rr,rr_lo,n_events,n_dates,R1,R2,R3,R4,R6,EST,verdict
2.0,0.876776125716433,-0.9657377692345409,2.8677219205317606,1.025304196647768,0.9724059120356372,40329,520,False,False,False,True,True,False,False
2.0,0.8596478779496819,-1.1622105891770813,2.6943571569947804,1.0247926864476438,0.9673666302602583,41869,520,False,False,False,True,True,False,False
2.0,2.383965226005275,0.29052231779141613,4.348268598230729,1.070002740567431,1.0082405686128861,41911,520,False,False,True,True,True,True,False
2.0,1.5510478592038468,-0.5304519278586772,3.762359772141117,1.0450981994158761,0.9849848006900392,42667,520,True,False,False,True,True,False,False
2.0,2.749522755245981,1.096585997368751,4.819932811867975,1.0810840694691768,1.0315746840982816,42214,520,True,False,True,True,False,True,False
2.0,0.9389271167612734,-1.0390914084591305,3.023651940422712,1.027114709544336,0.9701668090960462,40659,520,True,False,False,True,True,False,False
2.0,4.773954756367821,2.8989867569033194,6.696274322124147,1.1442093649413272,1.0845701304096549,43557,520,True,False,True,True,False,True,False
2.0,1.9475686536310044,-0.05215487194563599,3.9413297089497665,1.0568974653324505,0.9985667930622076,42330,520,True,False,False,True,True,False,False
2.0,2.9766331387038214,0.9720058668209065,5.163817263308999,1.088048038423944,1.028126287917654,43679,520,True,False,True,True,True,True,False
2.0,3.4227025997458584,1.3681316784049355,5.6467733797463175,1.1017365455718786,1.0392916619009347,42579,520,True,False,True,True,False,True,False
2.0,-0.11454113444482328,-2.1689262034552654,1.7579379958553374,0.9967316447647526,0.9395799186048769,39968,520,False,False,False,True,True,False,False
2.0,0.6615793674921044,-1.3664842563962374,2.728935096418359,1.0190448715713691,0.9613344274911065,40485,520,False,False,False,True,True,False,False
2.0,1.8481226123192973,-0.39054326435236414,3.905838798155682,1.0539317764370675,0.9890743246670745,40980,520,True,False,False,True,True,False,False
2.0,1.2913018897532713,-0.9054092009661553,3.090347123223523,1.0374302721293707,0.9737731015336413,42416,520,True,False,False,True,False,False,False
2.0,2.8703304717087152,0.7165167553837098,4.883731212252166,1.084777633079392,1.020485040903325,42807,520,True,False,True,True,False,True,False
2.0,2.3753209442400616,0.4154621860048967,4.253348094238433,1.0697471681467035,1.0115251020858067,42615,520,True,False,True,True,True,True,False
2.0,4.784554245898443,2.75389711710498,6.999581226575874,1.144597982983713,1.0808838216212995,44003,520,True,False,True,True,False,True,False
2.0,4.090272902672071,2.010931568279808,6.578901306742319,1.1225853347368642,1.0583846742229264,43567,520,True,False,True,True,False,True,False
2.0,3.3938408766516326,1.3549154829933907,5.485238266333104,1.1008211398815346,1.0390373053347277,41975,520,True,False,True,True,False,True,False
2.0,1.7975468825944863,-0.39195108953188007,3.9832254964194735,1.0524256937228786,0.9889226436047293,40792,520,True,False,False,True,True,False,False
2.0,2.3980117874146947,0.3447551634030136,4.494428762477068,1.0704203207958423,1.0097442475668943,41149,520,False,False,True,True,True,True,False
2.0,0.0312696937720347,-2.0832599621633197,1.917575994616966,1.0008935932360021,0.9418741119204453,40351,520,False,False,False,True,True,False,False
2.0,1.8573759423157032,-0.23824959755256722,3.836373935982391,1.0542070357471167,0.9932907865916532,41085,520,True,False,False,True,True,False,False
