ticker,seg1d,base,std,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,wtop
NXE,🏦majority,1.232,9.27,0.731,0.06,-3.079,-0.56,-0.389,,-6.577,
NXPI,⚡panic,0.049,7.514,2.933,0.403,-0.843,-0.53,2.066,0.267,-2.097,
NXRT,🏦majority,-0.233,6.605,-0.637,-0.479,-0.714,-0.237,-0.619,-1.18,3.385,
NXST,🏦majority,0.468,6.38,3.924,0.558,0.844,-1.218,0.934,-0.842,-0.986,
NXT,🏦majority,1.072,11.305,-0.444,0.908,2.901,-0.862,4.103,0.348,-0.63,
NYT,🏦majority,0.585,5.662,0.377,-0.042,0.495,-0.437,2.077,-1.871,-1.51,
O,🏦majority,0.134,3.78,-0.481,0.154,0.057,-0.271,-0.254,-1.084,-0.102,-2.918
OBDC,🏦majority,0.0,3.709,2.589,0.136,0.0,-0.168,2.374,,0.528,
OC,🏦majority,0.763,6.751,0.943,1.178,-0.43,-0.499,0.862,-0.855,1.127,
OCFC,🏦majority,0.0,6.908,1.308,0.947,2.379,-0.315,1.892,2.494,-0.098,
OCSL,🏦majority,-0.054,3.958,1.422,0.298,-0.36,-0.275,-0.098,1.38,,
OCUL,⚡panic,-1.019,14.133,2.457,-1.4,2.261,0.552,3.057,-8.034,,
ODD,⚡panic,-1.459,14.652,0.924,1.077,-1.804,-1.751,0.424,,-0.685,
ODFL,🏦majority,0.605,6.91,1.668,0.718,-0.295,-0.089,1.905,2.644,-0.443,-2.736
OEC,⚡panic,-0.289,9.706,2.201,0.0,0.509,-0.121,4.038,-5.658,1.103,
OFG,🏦majority,0.679,5.802,4.744,0.772,0.341,0.285,2.526,0.762,-1.107,
OFIX,⚡panic,-1.115,10.925,-0.632,2.331,0.025,-0.163,2.459,1.034,-0.677,
OGE,🏦majority,0.451,3.646,1.455,0.683,-0.161,-0.278,1.756,0.0,-0.244,
OGN,🎲chase,-0.193,10.485,-0.982,0.122,0.309,-0.103,-4.202,1.183,0.563,-11.944
OGS,🏦majority,0.108,4.342,1.403,0.381,0.038,-0.532,1.403,0.286,0.054,-3.234
OHI,🏦majority,0.299,4.159,0.967,-0.072,-0.589,0.003,1.49,0.388,-0.544,
OI,🏦majority,-0.564,7.981,-0.603,0.347,1.054,-2.586,-1.832,-1.462,0.739,
OII,⚡panic,1.424,9.845,5.053,0.372,-1.246,-0.821,2.794,5.997,-0.884,
OIS,🎲chase,-0.133,11.809,-0.076,-0.385,-0.386,1.579,1.054,1.382,2.945,
OKE,🎰lottery,0.613,5.436,1.889,0.373,0.169,-1.431,0.939,-1.206,2.56,-12.789
OKTA,⚡panic,-0.246,11.04,3.351,0.02,-0.078,-1.148,3.496,1.797,0.01,
OLED,🎰lottery,-0.508,7.941,1.471,0.001,-0.649,0.903,1.277,-2.233,0.11,-16.413
OLLI,⚡panic,0.0,7.96,3.998,0.063,-1.197,0.434,2.236,-3.59,,
OLMA,⚡panic,-2.79,20.035,-2.885,1.757,-1.115,-1.309,1.212,,,
OLN,🏦majority,-0.419,8.239,0.787,0.64,0.225,0.187,-0.511,0.905,-3.331,
OM,🎲chase,-2.682,19.187,-1.307,-2.075,5.149,2.828,2.823,,,
OMC,🏦majority,0.13,5.237,0.05,0.333,-0.63,-0.061,1.099,-1.292,0.829,
OMCL,🎲chase,-0.378,9.52,-0.288,-0.476,-0.529,-0.195,-0.663,,-4.65,-8.566
OMF,🏦majority,0.649,7.029,2.441,0.356,-0.259,-1.393,2.441,-0.824,1.042,
ON,⚡panic,0.643,10.136,3.177,-0.048,-0.937,0.032,2.72,0.625,-0.557,
ONB,🏦majority,0.226,5.726,0.391,0.107,0.14,0.084,-0.003,-1.715,-0.764,
ONON,⚡panic,-0.208,10.742,1.938,0.184,0.233,0.604,3.318,0.812,1.166,
ONTO,🏦majority,1.002,10.555,1.747,1.159,2.038,0.53,-0.611,-1.906,-4.06,-7.254
OPCH,⚡panic,0.312,7.234,2.506,0.018,0.173,-0.508,3.832,-1.285,1.081,
OR,🏦majority,0.726,7.135,1.67,-0.653,1.169,-0.047,0.493,-1.284,0.776,
ORA,🏦majority,0.507,5.808,-0.877,0.102,0.238,-0.76,-0.399,0.62,2.575,
ORC,🏦majority,-0.394,6.243,0.031,0.394,-0.049,-0.127,-0.695,-1.99,-0.425,
ORCL,🎲chase,0.237,8.513,0.889,-1.552,0.862,1.27,0.649,1.749,-2.153,-3.025
ORI,🏦majority,0.655,4.257,4.024,0.878,-0.045,-0.333,1.938,0.291,-0.543,-5.542
ORLY,🏦majority,0.892,4.189,0.783,0.478,-0.132,-1.057,0.98,0.342,0.786,-2.323
OSCR,🎲chase,-1.353,15.632,-0.221,-0.509,2.979,1.846,-0.157,7.667,8.914,-10.515
OSIS,🏦majority,0.617,6.694,0.894,1.31,0.481,-1.202,-0.067,-1.627,-1.448,
OSK,🏦majority,0.044,6.639,1.619,-0.436,-0.878,-0.016,1.002,-2.768,-0.759,-0.597
OSPN,🎲chase,0.313,11.118,0.628,-1.732,0.538,0.397,-2.178,,6.299,
OSW,🏦majority,1.125,7.733,1.207,0.763,0.431,-1.402,1.207,-0.113,2.007,
OTEX,🎲chase,0.19,6.001,-0.262,-0.75,0.267,0.2,-0.601,1.753,-2.36,-2.881
OTIS,🏦majority,0.252,4.07,0.525,-0.189,-0.565,-0.253,0.823,-1.258,-1.501,-3.204
OTTR,🏦majority,0.41,5.161,1.68,0.45,0.025,-1.249,1.404,-1.262,0.645,-3.396
OUST,🎰lottery,-3.394,20.79,-0.443,-0.734,2.97,-1.743,0.764,-6.573,3.232,-25.945
OUT,🏦majority,0.556,7.527,-0.221,1.343,1.982,-0.992,1.597,0.247,-2.082,-1.074
OVV,⚡panic,0.5,8.824,3.881,0.248,-1.043,-0.888,0.325,1.851,2.178,
OWL,🎰lottery,0.119,8.585,2.449,0.295,-0.394,-0.511,1.905,0.088,1.23,-19.936
OXLC,🏦majority,-0.568,5.828,1.173,0.372,-1.605,0.568,1.255,-1.821,-0.2,-3.355
OXM,⚡panic,-0.621,8.48,1.866,1.1,-0.809,-2.173,3.692,,-3.218,
OXY,⚡panic,0.264,7.654,3.062,-0.154,-1.061,-1.137,1.925,-0.633,1.961,
OZK,🏦majority,0.402,6.464,-0.049,1.338,1.64,-0.229,0.363,1.475,-1.982,
PAA,🏦majority,0.965,5.405,3.328,0.903,-0.462,-0.646,1.126,0.699,1.017,-3.184
PAAS,🏦majority,0.38,9.023,2.729,-0.123,-1.057,1.448,2.53,-1.916,1.237,
PAG,🏦majority,0.929,5.697,1.707,0.392,0.077,-0.254,0.774,1.974,0.902,
PAGP,🏦majority,1.023,5.354,3.548,0.374,0.162,-0.249,1.436,1.17,0.2,
PAGS,🎲chase,-0.555,12.091,0.432,-0.646,1.838,-0.22,1.148,2.75,0.661,
PANW,🏦majority,1.763,8.101,4.488,-0.342,1.08,-0.514,3.399,0.344,3.196,-1.405
PAR,🎲chase,-0.649,10.239,-2.296,1.005,0.921,-0.009,-2.388,-1.196,0.032,
PARR,🎲chase,0.644,10.56,-1.847,-0.516,0.541,0.216,-2.022,0.258,-0.748,-8.837
PATH,🎲chase,-1.35,11.258,0.247,0.348,1.54,-0.905,0.526,-0.052,-2.86,
PATK,🏦majority,0.519,7.077,0.707,-0.347,0.399,0.354,0.707,1.099,0.73,-3.677
PAX,🏦majority,-0.269,6.984,1.813,0.653,-0.211,0.235,1.529,,-1.329,
PAY,⚡panic,-1.958,14.65,1.186,0.861,-0.799,1.271,2.324,,,
PAYC,🎲chase,-0.288,8.578,0.636,-0.696,1.393,0.925,-1.364,-0.67,-1.363,-3.072
PAYO,🎲chase,-0.373,9.558,-0.637,-0.538,-1.42,-0.06,-1.674,-0.497,1.314,
PAYX,🏦majority,0.272,4.454,-0.185,-0.14,-0.231,-0.518,-0.052,-0.11,-0.966,
PB,🏦majority,0.115,4.685,1.387,0.052,0.624,0.325,0.556,0.582,-0.885,
PBA,🏦majority,0.665,4.204,1.207,0.129,-0.535,0.356,1.085,-1.294,0.194,-0.433
PBF,🎲chase,0.738,12.909,0.122,-0.558,3.133,-1.667,-2.416,-0.539,-2.205,-5.188
PBH,🏦majority,0.081,4.94,0.15,-0.174,0.308,1.187,0.031,0.986,-0.303,-4.792
PBI,🏦majority,0.673,8.884,1.014,0.448,-0.999,-1.229,,,10.321,
PCAR,🏦majority,0.376,4.774,1.859,0.067,-0.821,-0.422,2.205,2.459,2.255,
PCG,🏦majority,0.75,5.318,0.27,0.575,0.324,-0.459,-0.227,-0.302,-1.476,
PCOR,🏦majority,0.552,8.978,1.102,0.317,-1.805,-1.934,1.099,-0.047,3.073,
PCRX,🎲chase,-0.329,8.392,2.196,-0.331,0.151,-0.14,-0.951,1.772,-2.454,
PCT,🎲chase,-1.279,16.863,1.101,-1.399,3.963,1.435,-0.351,-4.718,-0.076,-12.006
PCTY,🏦majority,-0.171,8.132,1.248,0.002,-0.471,-0.189,0.766,-2.369,2.041,
PCVX,⚡panic,0.558,12.193,4.26,-1.034,1.316,-1.034,3.711,1.638,0.08,
PD,⚡panic,-0.766,9.96,1.602,1.181,-1.137,-1.696,3.408,,1.947,
PDFS,🎲chase,0.82,11.455,1.967,-1.211,-0.298,0.371,-1.205,,2.141,
PDM,🏦majority,-0.37,6.617,0.092,-0.981,-0.432,-0.59,0.575,0.007,2.684,
PDS,🎲chase,0.994,11.225,1.9,-1.481,0.724,-0.445,0.981,3.004,-3.55,-8.641
PEB,⚡panic,0.0,7.321,2.358,0.957,-0.546,-1.035,2.516,-0.851,-1.333,
PECO,🏦majority,0.519,3.946,1.518,0.412,-0.344,-0.434,1.066,-1.973,0.405,
PEG,🏦majority,0.324,3.877,1.189,0.219,-0.115,-0.253,0.256,-2.59,0.206,
PEGA,🎲chase,-0.384,9.493,1.888,-0.611,-0.166,0.756,0.632,1.864,-0.191,
PEN,🎲chase,-0.044,7.997,1.265,-0.925,1.049,0.178,0.161,0.641,-1.001,
PENN,⚡panic,-0.995,8.958,2.122,0.205,-0.473,-0.481,2.639,-2.891,,-1.899
PEP,🏦majority,-0.108,3.515,0.718,-0.17,-0.005,0.635,0.151,0.102,-0.92,
PERI,🎰lottery,0.0,11.43,0.588,1.255,1.232,0.11,0.541,0.036,-3.296,-15.493
PFBC,🏦majority,0.434,5.76,-1.167,0.985,-0.277,-0.699,1.135,,1.418,
PFE,🏦majority,-0.404,4.937,1.069,0.096,-0.358,-0.277,0.223,1.419,-1.856,
PFG,🏦majority,1.036,5.198,0.889,1.045,0.181,-1.194,1.971,-1.309,1.314,-2.395
PFGC,🏦majority,0.451,5.892,0.53,-0.201,0.233,0.112,0.615,-0.64,-0.202,
PFLT,🏦majority,0.0,4.877,0.269,0.181,0.309,-0.196,-0.089,-0.209,0.098,
PFS,🏦majority,-0.167,6.226,0.297,-0.006,1.628,0.272,-0.313,0.004,-1.095,
PFSI,🏦majority,0.309,7.014,0.249,0.551,0.056,0.056,0.883,2.579,0.31,
PG,🏦majority,0.252,3.287,1.158,-0.17,0.203,0.315,0.931,-0.037,0.344,-3.687
PGNY,🎲chase,-0.593,10.417,1.691,-1.505,1.638,0.374,1.317,-1.775,-3.615,-8.168
PGR,🏦majority,0.688,4.369,-0.577,0.431,-0.521,-0.191,0.275,-0.724,-2.088,
PGY,🎲chase,0.81,20.203,-5.821,-0.034,-4.842,0.694,-3.445,-5.158,-0.447,
PH,🏦majority,0.917,5.319,3.057,-0.131,0.247,-0.833,1.501,0.539,2.054,
PHAT,🏦majority,-1.76,18.337,-4.807,5.438,2.336,-1.71,-0.05,3.603,,
PHG,🏦majority,-0.288,7.199,-0.536,0.341,-0.439,-0.344,0.085,,1.034,0.579
PHIN,🏦majority,1.495,6.798,1.585,-0.791,0.857,-0.562,,-0.577,-1.271,
PHM,🏦majority,0.673,6.24,2.048,-0.178,-0.579,-0.798,3.15,-1.369,3.167,
PHR,🎰lottery,-0.54,11.85,0.078,0.244,-1.193,-0.008,-4.043,,3.848,-14.982
PI,🎰lottery,1.434,13.97,0.958,-0.401,1.79,-1.716,2.081,-0.598,2.863,-23.308
PII,🏦majority,-0.221,7.001,-1.272,0.399,0.0,0.032,-0.184,-0.393,-1.338,
PINS,⚡panic,0.081,9.76,1.764,-0.504,-1.488,-2.569,-0.077,-2.12,0.83,
PIPR,🏦majority,1.067,7.014,1.578,0.021,1.932,-0.385,2.455,-0.856,2.464,
PJT,🏦majority,0.971,5.834,-0.312,0.107,1.247,0.138,-1.04,-1.92,0.913,-4.441
PK,🏦majority,-0.275,6.926,0.873,0.647,-0.188,-0.717,1.303,-1.135,0.275,
PKG,🏦majority,0.608,4.709,0.39,0.285,1.211,0.034,0.546,-1.227,-1.117,
PLAB,⚡panic,0.268,11.673,1.874,0.015,0.931,-1.02,2.462,-0.662,-0.268,
PLAY,🎰lottery,-0.851,11.32,1.613,-1.45,1.284,-0.26,1.478,-3.293,2.036,-10.075
PLCE,⚡panic,-2.354,16.688,-0.313,0.585,-0.07,-0.676,1.736,6.054,-7.085,
PLD,🏦majority,0.604,5.469,0.561,0.129,0.642,-0.866,-0.451,-0.164,1.333,
PLMR,🏦majority,0.462,8.605,-1.573,0.781,1.387,0.044,0.18,-1.601,1.88,
PLNT,🏦majority,0.248,7.285,-0.152,-0.582,0.054,-1.617,0.507,-1.666,1.355,
PLOW,🎲chase,0.194,8.274,1.012,0.2,1.131,1.25,-0.796,0.933,-1.93,
PLTK,⚡panic,-1.257,8.663,1.85,0.02,-1.594,1.244,2.755,-1.564,2.334,
PLTR,🎲chase,1.048,13.349,-1.048,-0.523,1.654,-0.684,2.766,5.66,-2.255,
PLUS,🏦majority,0.179,6.987,-0.041,0.471,1.309,0.053,-0.783,-1.0,-1.926,
PLXS,🏦majority,0.8,6.089,0.55,0.31,0.338,-0.214,0.371,1.596,0.061,
PM,🏦majority,0.542,4.668,1.692,-0.511,0.287,-0.153,1.662,0.224,0.074,-2.125
PMT,🏦majority,0.0,6.089,0.839,0.213,-0.295,-0.122,-0.074,1.979,0.07,
PNC,🏦majority,0.453,5.381,0.291,0.607,0.332,-0.911,0.892,1.164,0.352,
PNFP,🏦majority,0.279,7.282,-0.069,1.054,0.564,-0.562,1.973,-0.837,-3.01,
PNR,🏦majority,0.172,5.483,-0.996,-0.471,-0.37,-0.011,-1.957,0.377,0.132,
PNW,🏦majority,0.33,3.952,0.92,0.065,-0.518,-0.058,1.762,0.399,0.793,-0.214
PODD,🎲chase,-0.24,8.017,-2.933,-0.136,-0.28,0.514,-0.335,4.13,-0.204,
POOL,🏦majority,-0.898,6.297,1.699,0.082,0.255,0.142,0.15,1.255,1.695,
POR,🏦majority,0.417,3.841,0.445,0.015,-0.901,-0.485,1.724,-1.3,0.094,
POST,🏦majority,-0.082,5.206,1.231,0.806,-1.139,0.21,1.937,-0.331,-2.584,
POWI,🎰lottery,-0.335,8.35,4.159,-0.153,-0.402,1.097,1.514,-1.075,-1.731,-12.411
POWL,🎲chase,2.949,14.842,1.469,-1.476,0.626,2.096,-2.391,2.459,0.631,-2.447
PPC,🏦majority,0.317,6.42,-1.573,0.701,-0.388,0.216,-0.045,0.017,,
PPG,⚡panic,-0.46,5.264,2.899,0.048,-1.369,-0.411,2.83,,-0.105,
PPL,🏦majority,0.396,3.799,0.315,0.334,0.821,-0.47,0.267,0.191,-0.857,
PR,⚡panic,0.877,8.189,7.193,-0.424,0.851,2.541,3.129,1.539,-3.655,
PRA,🏦majority,0.083,8.328,1.622,0.234,0.083,0.324,0.471,,-0.041,
PRAA,🎲chase,-0.157,11.451,-0.252,0.747,-0.035,0.429,-0.854,-0.162,-1.513,
PRAX,⚡panic,1.856,21.57,14.216,-0.786,2.243,0.563,,-5.846,,
PRCT,⚡panic,-1.139,11.84,1.068,-0.941,-0.178,-0.336,0.836,-0.818,2.699,
PRDO,🏦majority,0.222,7.499,1.263,0.446,-1.25,-0.243,1.398,0.672,-0.574,
PRG,🎲chase,0.747,9.545,0.155,-0.122,-0.075,-0.107,-1.958,1.017,-1.898,
PRGO,🏦majority,-0.529,7.509,1.083,0.889,0.386,1.637,1.13,0.966,1.282,-6.137
PRGS,🏦majority,-0.034,6.318,0.67,-0.132,0.757,-0.953,0.475,-0.7,-0.32,
PRI,🏦majority,1.197,4.798,1.593,0.501,-1.445,0.183,,0.057,-0.449,
PRIM,🎰lottery,1.321,8.785,1.12,-0.662,-1.282,-0.037,1.136,-1.22,-0.684,-15.553
PRK,🏦majority,-0.105,5.755,0.658,0.294,1.03,-0.342,-0.17,-0.445,-1.96,
PRLB,🏦majority,-0.039,9.852,2.271,-0.273,1.026,1.851,2.504,0.325,2.894,
PRM,🏦majority,0.577,9.685,-1.477,-1.034,-1.724,-0.599,0.616,-0.243,-3.009,
PRTA,⚡panic,-1.456,12.848,0.3,-0.157,-2.983,-0.378,1.895,1.272,,
PRU,🏦majority,0.562,4.916,3.119,0.286,0.198,-0.812,0.983,-1.038,2.348,-10.105
PRVA,⚡panic,-0.251,9.311,2.058,0.073,-0.421,-0.757,2.428,,1.249,
PSA,🏦majority,0.242,4.856,1.584,0.237,-0.784,-0.779,0.386,0.383,1.607,-6.409
PSEC,🏦majority,-0.396,4.531,1.808,0.025,-0.688,-0.397,1.428,,0.396,
PSFE,⚡panic,-1.121,13.63,3.876,-2.132,-0.223,-1.895,1.952,1.68,-1.723,
PSMT,🏦majority,0.416,4.841,1.244,-0.002,0.836,0.423,-0.022,0.042,-0.742,
PSN,🏦majority,0.483,7.004,0.66,-0.145,0.25,-0.529,0.631,0.808,-0.2,
PSNY,⚡panic,-3.809,18.57,-0.976,1.957,3.14,-6.328,1.256,,,
PSX,🏦majority,1.04,6.94,3.327,0.416,-0.208,0.749,0.515,1.398,0.65,-2.155
PTC,🏦majority,-0.031,5.556,0.649,-0.16,0.48,-0.693,1.805,1.385,0.118,
PTCT,⚡panic,0.508,10.978,1.203,0.51,-1.729,0.379,0.357,4.163,-3.917,
PTEN,⚡panic,-0.222,10.446,4.634,-0.502,-1.922,-1.845,4.465,-0.579,-0.954,
PTGX,🎲chase,1.779,14.346,-3.377,-1.657,-2.736,-0.344,-5.552,-1.217,-3.714,
PTLO,⚡panic,-2.017,10.528,-0.708,0.419,1.163,-0.874,0.894,-1.782,1.817,
PTON,⚡panic,-2.665,15.761,-0.361,-1.05,1.045,-0.713,2.185,,,
PUBM,🎲chase,-0.483,13.04,4.001,-2.161,0.605,-0.329,-1.054,,-2.256,
PUMP,⚡panic,0.19,11.748,3.884,-1.934,0.14,-0.672,2.362,,-1.063,
PVH,🏦majority,-0.374,9.374,0.607,0.963,-0.328,-0.465,1.094,-3.108,3.06,
PWP,🎲chase,0.333,10.548,0.755,0.087,3.146,1.692,1.217,,-0.714,
PWR,🏦majority,1.767,6.454,-0.306,0.277,0.717,-0.208,2.506,0.633,-0.697,-5.832
PYPL,🏦majority,-0.459,8.269,0.783,-0.181,0.364,0.401,0.78,0.077,-0.689,
PZZA,🎲chase,-1.059,7.896,0.959,-0.692,0.848,1.141,-0.394,0.234,0.005,-6.672
QCOM,🏦majority,-0.088,8.066,0.384,-0.443,-0.838,0.333,-0.748,0.842,2.201,
QCRH,🏦majority,0.76,6.809,1.036,0.996,0.698,-0.33,,,0.875,
QDEL,⚡panic,-1.121,10.87,1.209,-0.33,0.045,-1.067,1.587,-3.59,0.656,-1.879
QGEN,🏦majority,0.24,5.089,1.062,-0.284,0.181,-0.07,0.555,,0.699,
QLYS,⚡panic,0.354,7.975,1.537,-0.285,-0.274,-0.128,4.309,0.343,0.093,
QNST,⚡panic,-0.064,11.201,2.911,2.732,-0.325,-0.693,-1.025,,-2.806,
QRVO,⚡panic,-0.098,7.519,1.431,-0.224,-2.924,0.688,1.585,0.449,0.488,-4.702
QS,🎰lottery,-1.913,16.721,2.913,-0.74,0.959,-0.263,2.49,0.031,-4.213,-17.051
QSR,🏦majority,0.348,4.268,1.159,0.242,-0.598,-0.608,0.03,-0.229,1.336,-4.056
QTRX,⚡panic,-0.73,13.981,3.771,1.206,-1.337,-2.158,3.556,-4.038,1.848,
QTWO,🏦majority,0.572,9.389,0.939,-0.755,-1.255,-0.163,0.452,-0.556,-1.691,
QURE,⚡panic,-0.925,19.132,-0.956,1.42,2.154,-6.379,1.65,-2.603,-0.639,
R,🏦majority,1.044,6.176,3.569,0.157,1.526,-0.34,3.127,-1.438,3.028,-3.605
RACE,🏦majority,0.674,5.817,1.674,0.117,0.746,0.402,0.462,0.089,-0.703,
RAMP,🏦majority,-0.026,8.531,0.469,-0.531,1.342,-1.265,1.497,0.835,1.663,-4.397
RARE,🎲chase,-0.638,10.079,1.569,-0.589,1.845,0.485,-3.161,1.862,-4.602,-7.24
RBA,🏦majority,0.469,5.342,0.46,0.521,0.948,-0.124,0.974,-1.86,0.081,
RBC,🏦majority,0.772,6.986,2.709,0.545,0.151,0.356,,-1.98,0.588,
RBLX,🎲chase,0.424,12.679,0.507,-1.522,-0.244,0.519,1.139,-0.704,1.187,
RC,🏦majority,-0.402,6.328,1.933,0.301,-1.54,0.0,0.887,1.539,-0.009,
RCI,🏦majority,-0.067,4.9,-0.104,-0.933,-0.886,1.033,-0.493,0.858,-0.601,-4.387
RCKT,⚡panic,-2.536,13.561,2.436,-0.556,-2.096,-3.42,0.639,,-0.562,
RCL,🎲chase,1.426,9.564,1.03,-0.594,1.187,1.999,1.439,-0.301,1.808,
RCUS,🏦majority,-0.086,11.878,-3.255,2.834,-1.803,-1.98,-5.077,-4.416,3.619,
RDN,🏦majority,0.495,4.888,1.248,0.731,0.087,-0.794,1.902,-1.57,1.187,-4.161
RDNT,⚡panic,0.586,8.527,4.481,-0.699,0.284,0.032,1.729,1.255,-1.058,-5.891
RDWR,⚡panic,0.459,8.663,2.722,1.512,0.29,0.024,3.169,-1.014,-2.444,
REG,🏦majority,0.58,3.901,1.351,0.116,-0.779,-1.104,1.709,-0.352,-0.87,
REGN,🏦majority,0.348,5.975,-0.178,0.482,-1.33,-0.026,-0.777,0.547,-0.163,-0.882
RELY,🎲chase,0.251,11.804,-2.719,-0.128,1.086,1.853,-3.845,2.694,-2.773,
REPL,⚡panic,-1.375,15.621,-1.065,-0.055,0.734,-0.267,2.214,-0.204,2.789,
RES,⚡panic,0.155,9.762,1.482,0.165,-0.032,-3.911,3.247,,1.433,
REX,🏦majority,0.866,8.695,-0.648,2.06,-0.775,-0.124,-1.898,-0.009,-2.407,
REXR,🏦majority,-0.309,5.286,1.541,-0.235,-0.565,0.309,0.915,0.692,0.997,
REYN,🏦majority,-0.184,4.041,1.283,-0.155,-0.183,-0.853,1.068,0.153,0.756,
REZI,🏦majority,0.598,9.2,2.012,1.109,-0.516,-0.374,2.08,-0.091,1.997,
RF,🏦majority,0.848,6.248,0.709,0.656,1.505,-0.111,0.638,1.049,0.113,
RGA,🏦majority,0.631,5.051,4.143,1.441,0.502,-0.215,3.719,-0.79,0.072,-4.866
RGEN,⚡panic,-0.536,9.533,0.617,0.813,-4.309,-0.16,3.724,0.04,2.212,
RGLD,🎲chase,0.399,6.439,0.05,-0.744,1.652,0.519,0.923,4.043,2.178,-4.717
RGNX,⚡panic,-1.057,15.17,2.953,0.482,-1.9,-1.843,2.098,-1.191,-10.262,
RGR,🏦majority,-0.172,5.891,0.696,0.27,0.405,-1.175,0.483,-0.365,0.68,
RH,🎲chase,-0.333,11.104,-2.236,0.796,0.042,0.27,-1.303,0.49,-0.808,
RHI,🏦majority,-0.387,6.471,0.409,-0.188,-0.07,-0.612,-0.572,,-2.987,
RHP,🏦majority,0.515,5.764,0.278,0.424,-0.182,-0.095,-0.22,0.46,-1.13,
RIGL,🎲chase,-1.326,20.323,3.264,0.248,1.956,4.287,-1.053,,,
RILY,⚡panic,-1.827,15.895,2.672,0.072,-2.559,-2.507,2.164,-0.918,2.469,-10.262
RIOT,🎲chase,0.637,18.638,1.065,-0.091,3.271,0.431,-1.553,3.941,4.421,
RITM,🏦majority,0.32,5.044,-1.071,0.567,1.9,0.211,-1.075,-0.44,-3.198,
RIVN,⚡panic,-1.18,14.625,3.686,0.645,1.087,0.559,-0.419,,-5.923,
RJF,🏦majority,0.711,5.509,0.349,-0.026,0.472,-0.237,1.703,-2.536,-2.248,-4.036
RKLB,🎲chase,0.567,18.343,4.12,-3.484,-0.077,2.933,-3.676,,-4.281,
RKT,🏦majority,-0.584,10.551,0.882,-1.085,1.503,-1.371,0.847,-1.468,6.533,
RL,🏦majority,0.98,6.916,2.908,0.651,0.016,-1.455,1.162,-1.46,1.901,
RLAY,⚡panic,-0.836,14.696,2.444,-0.07,1.61,0.541,3.03,8.293,-2.992,
RLI,🏦majority,0.225,4.454,2.215,0.12,0.48,-0.809,-0.707,-0.63,0.407,
RLJ,🏦majority,-0.274,6.0,-0.335,1.028,-0.604,1.063,0.565,1.803,-0.432,
RMBS,🏦majority,1.344,10.812,0.556,1.154,0.79,-0.201,2.6,-2.016,1.119,
RMD,🏦majority,0.299,5.791,-0.39,0.14,-2.172,0.09,-0.197,-1.293,1.085,
RNA,🎲chase,0.285,16.389,-4.032,-0.978,1.29,-1.578,-3.201,4.818,6.374,
RNG,🎰lottery,-0.724,11.233,2.718,-0.823,3.357,-0.394,2.073,-0.083,-6.968,-12.972
RNR,🏦majority,0.629,5.148,1.329,0.528,-0.184,-0.752,-1.221,-1.097,2.601,
RNST,🎲chase,-0.258,6.268,1.486,-0.585,2.03,0.218,0.703,0.651,0.308,-4.486
RNW,⚡panic,-0.501,8.743,3.912,-0.088,0.501,0.15,3.492,1.383,,
ROAD,🏦majority,1.125,8.873,1.171,0.371,0.039,1.263,1.891,-2.72,1.992,
ROCK,🏦majority,-0.142,7.439,-0.07,-0.137,0.585,-0.01,-0.255,0.163,0.921,
ROG,🎲chase,0.096,8.58,-0.006,-0.091,0.795,0.054,0.094,0.711,-0.956,
ROIV,⚡panic,1.503,10.324,3.639,1.135,-0.329,-0.984,3.462,-2.97,0.902,
ROK,🏦majority,0.707,5.985,-0.032,0.091,-1.098,0.834,-0.726,-0.045,-0.453,-6.434
ROKU,🎲chase,-0.157,11.779,0.514,-0.86,-1.691,1.191,-0.077,1.894,4.171,-3.765
ROL,🏦majority,0.532,4.705,1.284,-0.678,0.223,0.002,0.485,0.931,,-6.878
ROOT,⚡panic,-3.379,19.587,0.901,-0.438,-0.081,-0.794,-0.022,-0.261,,
ROP,🏦majority,0.076,4.142,0.15,0.312,-0.614,-0.364,2.101,0.714,-0.543,
ROST,🏦majority,0.669,5.413,-0.533,-0.143,-1.744,-1.429,-1.333,-0.625,-1.196,
RPAY,🎲chase,-1.239,10.465,-0.853,-0.819,-0.304,-0.96,0.316,,1.853,
RPD,🎰lottery,-0.705,11.954,0.552,-0.096,0.497,0.776,-1.225,-2.537,1.898,-10.751
RPM,🏦majority,0.15,5.028,0.148,0.053,0.551,0.24,0.093,2.154,-1.685,
RPRX,🏦majority,0.465,4.501,1.149,-0.428,-0.92,-0.058,-0.682,0.242,-0.071,
RRC,⚡panic,0.431,8.745,2.75,0.105,1.444,0.619,3.774,3.357,0.906,
RRR,🏦majority,0.514,6.836,3.504,-0.245,-0.514,-0.942,0.946,,-0.295,-10.767
RRX,🏦majority,0.362,8.36,-1.013,0.454,1.21,0.277,-0.19,-5.203,-0.397,-8.232
RS,🏦majority,0.925,5.272,1.214,-0.394,0.829,0.912,-0.557,-0.325,-1.028,-0.974
RSG,🏦majority,0.737,3.328,1.542,-0.636,0.02,0.134,1.104,0.398,-0.123,0.21
RSI,🎲chase,2.019,11.893,0.893,-3.035,3.796,-1.542,-1.671,,-4.774,
RTX,🏦majority,0.68,4.457,0.763,-0.12,0.805,-1.246,1.734,0.625,2.865,
