delta,seed,cell,truth,est,bias,lo,hi,width,covered,estimator,evidence,materiality,validity,final,blocking
0.0,0,rsi35-50,0.0,-0.07887687791560832,-0.07887687791560832,-0.18668812494186068,0.04318498568890739,0.22987311063076807,True,False,False,False,True,False,
0.0,0,rsi50-65,0.0,0.07222463917581831,0.07222463917581831,-0.0731415678098708,0.2021710954597803,0.2753126632696511,True,False,False,False,True,False,
0.0,0,rsi>=65,0.0,-0.0511296468392035,-0.0511296468392035,-0.2183517975851172,0.12837563547940145,0.34672743306451864,True,False,False,False,True,False,
0.0,0,adx-1,0.0,0.2196156574704847,0.2196156574704847,-0.386325445308791,0.9370336382984434,1.3233590836072344,True,False,False,False,True,False,EVIDENCE
0.0,0,adx0,0.0,-0.01938165307940047,-0.01938165307940047,-0.11194371785152085,0.07160036050036696,0.1835440783518878,True,False,False,False,True,False,
0.0,0,adx1,0.0,-0.02905440999407219,-0.02905440999407219,-0.17300114794405191,0.13322347920875766,0.30622462715280957,True,False,False,False,True,False,
0.0,0,adx2,0.0,-0.016314377521389478,-0.016314377521389478,-0.15212073838643844,0.09381614458413727,0.2459368829705757,True,False,False,False,True,False,
0.0,0,adx3,0.0,0.004018641785042198,0.004018641785042198,-0.09451468703125693,0.11631151965005017,0.21082620668130708,True,False,False,False,True,False,
0.0,0,rsi<35&rs,0.0,0.1647472800726276,0.1647472800726276,-0.09730109468026876,0.4879560250894094,0.5852571197696781,True,False,False,False,True,False,
0.0,0,rsi35-50&rs,0.0,-0.06723502561965405,-0.06723502561965405,-0.22282569690646242,0.13644141565649767,0.35926711256296007,True,False,False,False,True,False,
0.0,0,rsi50-65&rs,0.0,0.034881063867813616,0.034881063867813616,-0.1404650033443659,0.17492768757661012,0.315392690920976,True,False,False,False,True,False,
0.0,0,rsi<35&conso,0.0,-0.040818005857170665,-0.040818005857170665,-0.30453858479265156,0.2034428451301937,0.5079814299228452,True,False,False,False,True,False,
0.0,0,rsi35-50&conso,0.0,-0.01781977249975425,-0.01781977249975425,-0.16230873672142573,0.1115414287468486,0.27385016546827434,True,False,False,False,True,False,
0.0,0,rsi50-65&conso,0.0,0.07262601656209387,0.07262601656209387,-0.05111500539213093,0.19477199390837868,0.2458869993005096,True,False,False,False,True,False,
0.0,0,adx1&rs,0.0,-0.09278848347139709,-0.09278848347139709,-0.28005951787806516,0.07496043070369411,0.3550199485817593,True,False,False,False,True,False,
0.0,0,adx2&rs,0.0,0.13810076451055567,0.13810076451055567,-0.08427822050940074,0.33142495198123106,0.4157031724906318,True,False,False,False,True,False,
0.0,0,adx3&rs,0.0,0.0313506634846088,0.0313506634846088,-0.11709482820029952,0.18443115504475344,0.301525983245053,True,False,False,False,True,False,
0.0,1,sig_rs_intact,0.0,0.16572360084678076,0.16572360084678076,0.0011283816159836913,0.3093183186070904,0.30818993699110675,False,True,True,False,True,False,
0.0,1,¬sig_rs_intact,0.0,-0.11502222062408501,-0.11502222062408501,-0.31948031617628025,0.0766034545112343,0.39608377068751455,True,False,False,False,True,False,
0.0,1,sig_conso,0.0,-0.012862829687931654,-0.012862829687931654,-0.14467734434899776,0.11302037270931446,0.25769771705831224,True,False,False,False,True,False,
0.0,1,¬sig_conso,0.0,-0.020554610147176456,-0.020554610147176456,-0.14473295757680976,0.14324402502674144,0.2879769826035512,True,False,False,False,True,False,
0.0,1,sig_lead_in_lag,0.0,0.07341624249075619,0.07341624249075619,-0.09529790089357816,0.25904392620101857,0.3543418270945967,True,False,False,False,True,False,
0.0,1,¬sig_lead_in_lag,0.0,-0.09684769515519015,-0.09684769515519015,-0.2560310126157889,0.09029054848344743,0.34632156109923634,True,False,False,False,True,False,
0.0,1,sig_h1_dr,0.0,0.19970676997872672,0.19970676997872672,0.0356323892866807,0.35499709807005236,0.31936470878337164,False,True,True,False,True,False,
0.0,1,¬sig_h1_dr,0.0,-0.2720704313418894,-0.2720704313418894,-0.43381045895785747,-0.08190567065243726,0.3519047883054202,False,True,True,False,True,False,
0.0,1,sig_macro_vix_up,0.0,0.28153321329954134,0.28153321329954134,-0.1911904062847216,0.7426188068483446,0.9338092131330662,True,False,False,False,True,False,EVIDENCE
0.0,1,¬sig_macro_vix_up,0.0,-0.23208683533723953,-0.23208683533723953,-0.7181170337858911,0.22209875035591167,0.9402157841418027,True,False,False,False,True,False,EVIDENCE
0.0,1,sig_rs_intact+sig_conso,0.0,0.1887338820068578,0.1887338820068578,0.026370078800110153,0.31325373719294836,0.2868836583928382,False,True,True,False,True,False,
0.0,1,sig_rs_intact+sig_macro_vix_up,0.0,0.32868227019093477,0.32868227019093477,-0.12030583950638012,0.833754784391188,0.9540606238975681,True,False,False,False,True,False,EVIDENCE
0.0,1,sig_conso+sig_lead_in_lag,0.0,0.14964063274964584,0.14964063274964584,-0.05621675485562961,0.30935499916295517,0.36557175401858477,True,False,False,False,True,False,
0.0,1,sig_conso+sig_h1_dr,0.0,0.24007799719462294,0.24007799719462294,0.024320938793526353,0.41199334970088036,0.387672410907354,False,True,True,False,True,False,
0.0,1,sig_conso+sig_macro_vix_up,0.0,0.23996851737257238,0.23996851737257238,-0.2545314689684356,0.7354351542102078,0.9899666231786434,True,False,False,False,True,False,EVIDENCE
0.0,1,sig_lead_in_lag+sig_h1_dr,0.0,0.14204848971664372,0.14204848971664372,-0.07564187199517858,0.33442922074936415,0.41007109274454273,True,False,False,False,True,False,
0.0,1,sig_lead_in_lag+sig_macro_vix_up,0.0,0.46024625043758344,0.46024625043758344,-0.06937396449613091,0.8841915587984269,0.9535655232945578,True,False,False,False,True,False,EVIDENCE
0.0,1,sig_h1_dr+sig_macro_vix_up,0.0,0.48361157534310883,0.48361157534310883,-0.08493031176184924,1.0700781600678548,1.155008471829704,True,False,False,False,True,False,EVIDENCE
0.0,1,sig_conso+sig_lead_in_lag+sig_h1_dr,0.0,0.20715659123544578,0.20715659123544578,-0.02550887055420071,0.42105367098390034,0.44656254153810104,True,False,False,False,True,False,
0.0,1,rsi<35,0.0,0.05041218390988417,0.05041218390988417,-0.15526501169830664,0.20611926044611562,0.36138427214442226,True,False,False,False,True,False,
0.0,1,rsi35-50,0.0,0.04671577177250971,0.04671577177250971,-0.0751382238228591,0.15767990788813327,0.23281813171099236,True,False,False,False,True,False,
0.0,1,rsi50-65,0.0,-0.02025276069442928,-0.02025276069442928,-0.13010083167983197,0.11966499324379742,0.2497658249236294,True,False,False,False,True,False,
0.0,1,rsi>=65,0.0,-0.0062204512319381094,-0.0062204512319381094,-0.18086034656869088,0.15505869960512977,0.3359190461738206,True,False,False,False,True,False,
0.0,1,adx-1,0.0,-0.5098163937380809,-0.5098163937380809,-1.100689850393263,0.1408808264882519,1.241570676881515,True,False,False,False,True,False,EVIDENCE
0.0,1,adx0,0.0,0.05756062807817763,0.05756062807817763,-0.024889492594863852,0.1325461713529838,0.15743566394784764,True,False,False,False,True,False,
0.0,1,adx1,0.0,0.059088390917414316,0.059088390917414316,-0.12532782437650558,0.20636909802130834,0.3316969223978139,True,False,False,False,True,False,
0.0,1,adx2,0.0,0.04093812066358074,0.04093812066358074,-0.07835983560794761,0.1835412729951661,0.2619011086031137,True,False,False,False,True,False,
0.0,1,adx3,0.0,0.008247233158565652,0.008247233158565652,-0.10545907458250108,0.10171580285409644,0.20717487743659752,True,False,False,False,True,False,
0.0,1,rsi<35&rs,0.0,0.09489265269567279,0.09489265269567279,-0.32833011793115935,0.374565054520768,0.7028951724519273,True,False,False,False,True,False,
0.0,1,rsi35-50&rs,0.0,0.032349746339549346,0.032349746339549346,-0.12844051512455257,0.17550443420880013,0.3039449493333527,True,False,False,False,True,False,
0.0,1,rsi50-65&rs,0.0,0.137503454993365,0.137503454993365,-0.005645390730873241,0.3188475079304488,0.324492898661322,True,False,False,False,True,False,
0.0,1,rsi<35&conso,0.0,-0.014048347371475431,-0.014048347371475431,-0.2960378267592214,0.24453416912178239,0.5405719958810038,True,False,False,False,True,False,
0.0,1,rsi35-50&conso,0.0,0.013252447905108275,0.013252447905108275,-0.11459836247810049,0.14110539989465062,0.2557037623727511,True,False,False,False,True,False,
0.0,1,rsi50-65&conso,0.0,-0.021940216540950137,-0.021940216540950137,-0.15276397930646005,0.0940498594742036,0.24681383878066365,True,False,False,False,True,False,
0.0,1,adx1&rs,0.0,0.09627052008909386,0.09627052008909386,-0.09926995611556039,0.2659661878168313,0.3652361439323917,True,False,False,False,True,False,
0.0,1,adx2&rs,0.0,0.1918442221563536,0.1918442221563536,-0.024452747982535217,0.3448025193634937,0.3692552673460289,True,False,False,False,True,False,
0.0,1,adx3&rs,0.0,0.03883641225256903,0.03883641225256903,-0.13349785027665353,0.17764050794999245,0.311138358226646,True,False,False,False,True,False,
0.0,2,sig_rs_intact,0.0,-0.08243009848600495,-0.08243009848600495,-0.22994394319256578,0.061126320485550965,0.2910702636781167,True,False,False,False,True,False,
0.0,2,¬sig_rs_intact,0.0,0.0753425809998206,0.0753425809998206,-0.07369330968085355,0.23954365760366297,0.31323696728451655,True,False,False,False,True,False,
0.0,2,sig_conso,0.0,0.019705001454019613,0.019705001454019613,-0.10374802983120858,0.13836096310878926,0.24210899293999782,True,False,False,False,True,False,
0.0,2,¬sig_conso,0.0,-0.023986127983171318,-0.023986127983171318,-0.15766415417070864,0.0814193353537941,0.23908348952450276,True,False,False,False,True,False,
