delta,est,lo,hi,estimator,v1,v2,status,block
0.6,0.4192008619258275,0.04281641723398261,0.7562031975975415,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.6886907560547878,0.3878911163269172,1.0197790431411666,True,False,True,BUILD,-
0.6,0.5978944765789523,0.2964119413393923,0.9740880997062108,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5427339541445358,0.23535381843055705,0.8713036471775187,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.6629759589180101,0.3721464822028106,1.01021793417664,True,False,True,BUILD,-
0.6,0.5532890621641967,0.2359330710630067,0.831556736848494,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.599692112023919,0.33661968760482774,0.8931263287553418,True,False,True,BUILD,-
0.6,0.6888581159907642,0.3585246581975665,1.018346569827609,True,False,True,BUILD,-
0.6,0.4552239166808575,0.11812853930160627,0.7841982059330228,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.48819024246353704,0.10746916933072115,0.7944693521386149,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.6197356212841115,0.344658732906703,0.9515811421436005,True,False,True,BUILD,-
0.6,0.5712212620827434,0.22203109406676524,0.8187889250766489,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5011680750405806,0.13176026421264142,0.8546971251710576,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.4267817883150221,0.11366778618683238,0.7081008535477029,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5212156540706941,0.2027624351078619,0.8746163534258061,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.47851284294601004,0.15558159478440664,0.8660386398545583,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.6344846801824672,0.31467893849019907,0.9959702194747752,True,False,True,BUILD,-
0.6,0.6211972674244443,0.2867791465915903,0.9411284328642097,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.619240998004344,0.33192747656527993,0.9308791808245395,True,False,True,BUILD,-
0.6,0.6330356148717015,0.2366702152927336,0.9630435110359675,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5813087972324599,0.26952749261138387,0.9403544628639984,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5389613409677246,0.17801807101715916,0.9132354227255058,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.4843481329554472,0.10840242221344444,0.8269215466394226,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.7264212489008098,0.3689434822385454,1.0485745000190052,True,False,True,BUILD,-
0.6,0.5677474444192526,0.2349704090758703,0.948235112596167,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.618640070443654,0.2905874289356661,1.0071094727676373,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.6333166134517282,0.252648012203065,0.9587815222584268,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5994284905741604,0.2838108796732952,0.9138480727424645,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.3918036016518628,0.049679811944698976,0.7709224870272031,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.6265947203028416,0.3585483241483453,0.9666140215723087,True,False,True,BUILD,-
0.6,0.4192008619258275,0.10443758002697508,0.7067897754031416,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.7408938984450048,0.41476305834841826,1.1251897396909634,True,False,True,BUILD,-
0.6,0.4192008619258275,0.11807138109514893,0.7864135951127749,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5813087972324599,0.20532451386201747,0.9246845429121286,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.7458015518350786,0.44245078121979087,1.0182044385141116,True,False,True,BUILD,-
0.6,0.5248718728451668,0.23560451153071066,0.8789994625031506,True,False,False,UNRESOLVED,MATERIALITY
0.6,0.5189626908224659,0.2020090541817926,0.8232411110780765,True,False,False,UNRESOLVED,MATERIALITY
1.2,1.1250975918752892,0.8646707900281334,1.474825582760308,True,True,True,BUILD,-
1.2,1.137344321841437,0.784717828600412,1.5188723112318325,True,True,True,BUILD,-
1.2,1.0192008619258275,0.6365363618641421,1.355031017531786,True,True,True,BUILD,-
1.2,1.1691789901805405,0.8688575475127744,1.5475344148856092,True,True,True,BUILD,-
1.2,1.116571845372759,0.738387059408571,1.4372005807807537,True,True,True,BUILD,-
1.2,1.221357196157623,0.8797432773496853,1.549174609630087,True,True,True,BUILD,-
1.2,1.2485593387698601,0.9336623130429561,1.5522772741942865,True,True,True,BUILD,-
1.2,1.1967419532716284,0.8056330847889293,1.5585494282642112,True,True,True,BUILD,-
1.2,1.1554506778044582,0.8006041197367734,1.4813835167272205,True,True,True,BUILD,-
1.2,1.186949944127823,0.8131532812687675,1.4872385019155239,True,True,True,BUILD,-
1.2,1.2724861657388165,0.8977706592705468,1.5872482218861967,True,True,True,BUILD,-
1.2,1.1890762866143867,0.8533180145131584,1.4757260889200947,True,True,True,BUILD,-
1.2,1.2824217281617634,0.9427313080743227,1.6929409104328124,True,True,True,BUILD,-
1.2,1.2342215960680403,0.8895690597440226,1.585604128568792,True,True,True,BUILD,-
1.2,1.0403347934134655,0.7150701208057334,1.3001958587238367,True,True,True,BUILD,-
1.2,1.2974915946607035,0.9558527934421915,1.6428117064910523,True,True,True,BUILD,-
1.2,1.0192008619258275,0.6834843076861378,1.3011734565359312,True,True,True,BUILD,-
1.2,1.401264002887036,1.0816083326441173,1.743229283571723,True,True,True,BUILD,-
1.2,1.2618036472912697,0.8693567848230488,1.6047514822818822,True,True,True,BUILD,-
1.2,1.3390139400494705,1.019886405042268,1.7278951456087854,True,True,True,BUILD,-
1.2,1.2331145524020137,0.9053380673053888,1.549239620222695,True,True,True,BUILD,-
1.2,1.1603690680657797,0.8167647365777978,1.5162791742118826,True,True,True,BUILD,-
1.2,1.1909483930550568,0.8841446393926109,1.4843156369063215,True,True,True,BUILD,-
1.2,1.221357196157623,0.8146711479854044,1.6607526328978246,True,True,True,BUILD,-
1.2,1.0884209819073443,0.7377792412473597,1.4063752373636431,True,True,True,BUILD,-
1.2,1.1958347251607482,0.9067698550982981,1.4860875658133128,True,True,True,BUILD,-
1.2,1.133947694577374,0.7436185164795898,1.4838420140960185,True,True,True,BUILD,-
1.2,1.1011680750405806,0.7538749317439567,1.428597181210296,True,True,True,BUILD,-
1.2,1.2697603888156206,0.9973475288060363,1.5777459461208765,True,True,True,BUILD,-
1.2,1.2266697415938765,0.8853043929623059,1.5163259864621776,True,True,True,BUILD,-
1.2,0.91439735568563,0.5421499595362794,1.2217862116387248,True,False,True,BUILD,-
1.2,1.1039250845810689,0.8242663268831771,1.4857112962163472,True,True,True,BUILD,-
1.2,1.1266122475326867,0.7977653243312766,1.4708168930006726,True,True,True,BUILD,-
1.2,1.1150256394754632,0.8049226661601336,1.3919532880998127,True,True,True,BUILD,-
1.2,1.1303594767184777,0.8396050366481772,1.421998323185788,True,True,True,BUILD,-
1.2,1.0192008619258275,0.660114026349965,1.3193815919428131,True,True,True,BUILD,-
1.2,1.0552369026414865,0.7616883766148139,1.3814781467602728,True,True,True,BUILD,-
1.2,1.1174280942566217,0.7675217685120925,1.3851917519853014,True,True,True,BUILD,-
1.2,1.1238941107069123,0.7608035633437691,1.5590069936037765,True,True,True,BUILD,-
1.2,1.3408938984450047,1.071989751488509,1.714688586315748,True,True,True,BUILD,-
1.2,1.095947556016329,0.6398490320785447,1.4564788151117336,True,True,True,BUILD,-
1.2,1.1001561341379518,0.7697679708611688,1.396709971910671,True,True,True,BUILD,-
1.2,1.164761577906569,0.8304597628621927,1.4609811795834955,True,True,True,BUILD,-
1.2,1.0560404465233308,0.7092290813369104,1.4322539796231504,True,True,True,BUILD,-
1.2,1.3677847399214837,1.0853576839204395,1.6588474049798358,True,True,True,BUILD,-
1.2,1.0745769579110542,0.73019552784783,1.3802074602872982,True,True,True,BUILD,-
1.2,1.242991531576353,1.0117372441944747,1.5274289786656166,True,True,True,BUILD,-
1.2,1.115159374979956,0.6930923875848419,1.4318966405998397,True,True,True,BUILD,-
1.2,1.347152426002528,1.0112287444281416,1.6991600519058332,True,True,True,BUILD,-
1.2,1.1088872491409762,0.8633332724078158,1.5032468143047213,True,True,True,BUILD,-
1.2,1.034352377077351,0.7257736032562018,1.3061909412347568,True,True,True,BUILD,-
1.2,0.8809809666378665,0.5446077102728506,1.1911902309428564,True,False,True,BUILD,-
1.2,1.124068494719731,0.7902762502611749,1.4182849751541222,True,True,True,BUILD,-
1.2,1.2534538551585028,0.8927848857629356,1.5663531727992763,True,True,True,BUILD,-
1.2,1.041008896623129,0.7316584451473649,1.402871700323176,True,True,True,BUILD,-
1.2,1.3033978673689262,0.9940472426058272,1.6567920179864866,True,True,True,BUILD,-
1.2,1.108566366840923,0.8555344434842064,1.3662433951225235,True,True,True,BUILD,-
1.2,1.1033995708789368,0.6822911124657708,1.4118561537278418,True,True,True,BUILD,-
1.2,1.108548623268023,0.7368391726626481,1.485133728273994,True,True,True,BUILD,-
1.2,1.211508554233519,0.9229473689618495,1.5498745663156506,True,True,True,BUILD,-
1.2,1.0906869237087935,0.7397583023847307,1.4321162400478438,True,True,True,BUILD,-
1.2,1.1553479638183528,0.8634660146145656,1.5241428846916734,True,True,True,BUILD,-
1.2,1.376049612955198,1.0335632987045194,1.701159546916725,True,True,True,BUILD,-
1.2,1.0192008619258275,0.6428164172339826,1.3562031975975415,True,True,True,BUILD,-
1.2,1.2886907560547878,0.9878911163269172,1.6197790431411665,True,True,True,BUILD,-
1.2,1.1978944765789523,0.8964119413393923,1.5740880997062108,True,True,True,BUILD,-
1.2,1.1427339541445358,0.835353818430557,1.4713036471775187,True,True,True,BUILD,-
1.2,1.26297595891801,0.9721464822028106,1.6102179341766398,True,True,True,BUILD,-
1.2,1.1532890621641967,0.8359330710630067,1.4315567368484938,True,True,True,BUILD,-
1.2,1.199692112023919,0.9366196876048277,1.4931263287553418,True,True,True,BUILD,-
1.2,1.2888581159907642,0.9585246581975665,1.618346569827609,True,True,True,BUILD,-
1.2,1.0552239166808575,0.7181285393016063,1.384198205933023,True,True,True,BUILD,-
1.2,1.088190242463537,0.7074691693307211,1.394469352138615,True,True,True,BUILD,-
1.2,1.2197356212841115,0.944658732906703,1.5515811421436005,True,True,True,BUILD,-
1.2,1.1712212620827434,0.8220310940667652,1.418788925076649,True,True,True,BUILD,-
1.2,1.1011680750405806,0.7317602642126414,1.4546971251710574,True,True,True,BUILD,-
1.2,1.026781788315022,0.7136677861868324,1.308100853547703,True,True,True,BUILD,-
1.2,1.1212156540706941,0.8027624351078619,1.474616353425806,True,True,True,BUILD,-
1.2,1.07851284294601,0.7555815947844067,1.4660386398545584,True,True,True,BUILD,-
1.2,1.2344846801824672,0.9146789384901991,1.595970219474775,True,True,True,BUILD,-
1.2,1.2211972674244442,0.8867791465915903,1.5411284328642094,True,True,True,BUILD,-
1.2,1.219240998004344,0.93192747656528,1.5308791808245392,True,True,True,BUILD,-
1.2,1.2330356148717014,0.8366702152927336,1.5630435110359673,True,True,True,BUILD,-
1.2,1.1813087972324599,0.8695274926113838,1.5403544628639982,True,True,True,BUILD,-
1.2,1.1389613409677246,0.7780180710171591,1.5132354227255058,True,True,True,BUILD,-
1.2,1.0843481329554472,0.7084024222134444,1.4269215466394225,True,True,True,BUILD,-
1.2,1.3264212489008098,0.9689434822385454,1.648574500019005,True,True,True,BUILD,-
1.2,1.1677474444192526,0.8349704090758703,1.5482351125961669,True,True,True,BUILD,-
1.2,1.218640070443654,0.8905874289356661,1.6071094727676372,True,True,True,BUILD,-
1.2,1.2333166134517282,0.852648012203065,1.5587815222584267,True,True,True,BUILD,-
1.2,1.1994284905741603,0.8838108796732952,1.5138480727424644,True,True,True,BUILD,-
1.2,0.9918036016518628,0.6496798119446989,1.3709224870272032,True,False,True,BUILD,-
1.2,1.2265947203028416,0.9585483241483453,1.5666140215723086,True,True,True,BUILD,-
1.2,1.0192008619258275,0.7044375800269751,1.3067897754031417,True,True,True,BUILD,-
1.2,1.3408938984450047,1.0147630583484182,1.7251897396909632,True,True,True,BUILD,-
1.2,1.0192008619258275,0.7180713810951489,1.386413595112775,True,True,True,BUILD,-
1.2,1.1813087972324599,0.8053245138620174,1.5246845429121287,True,True,True,BUILD,-
1.2,1.3458015518350785,1.042450781219791,1.6182044385141114,True,True,True,BUILD,-
1.2,1.1248718728451668,0.8356045115307107,1.4789994625031506,True,True,True,BUILD,-
1.2,1.118962690822466,0.8020090541817926,1.4232411110780763,True,True,True,BUILD,-
