est,se_boot,width,se_iid,width_iid,n,n_dates,n_distinct
0.7962936637524892,0.18772293645281574,0.7397438989055685,0.03736240794845448,0.14796365502018516,40426,898,181
0.8893205951773892,0.18842653088668415,0.723366696959125,0.03801268359965233,0.14468182162377163,37480,898,187
0.7765003531342124,0.17831531735955222,0.6940722589877838,0.037591909739862144,0.14702285822020322,37020,898,174
0.7050420168067223,0.18199071501762254,0.6995396546265972,0.03931325580381084,0.14399984053687642,36749,898,176
0.743843498273899,0.20352625467189542,0.8786976119948187,0.03920921521942603,0.15572244045445327,37763,898,175
0.8245174689108342,0.20366926415845285,0.7573385303819189,0.038987660244876134,0.14003269562011267,37834,898,186
0.5651689306861657,0.20059316850203845,0.7986895293957168,0.03940469273861825,0.16596160004594185,38125,898,177
0.6,0.2015952187319991,0.7701858011120273,0.03525237353639453,0.1469784120374431,38889,898,174
0.6762582613116347,0.19604545970791917,0.7976964719201967,0.03761393631301212,0.14265737332544492,37539,898,175
0.765727543917793,0.1876486277261268,0.6820368211851899,0.036215341230172414,0.1356414418999441,38413,898,181
0.7925045181758844,0.19362686943294413,0.7074480413885658,0.03884935845272922,0.14733300108285718,38886,898,188
0.8183538939137697,0.1837105231314867,0.7296694909951703,0.035917806391180675,0.13519615481205338,37600,898,183
0.6315226122205025,0.21133569403874028,0.8415085075706181,0.037521259946580524,0.12953695278535848,38012,898,181
0.7362498158786307,0.1898762273721095,0.7534637971080801,0.037768173611581045,0.1387541532748987,38595,898,176
0.8802866238424295,0.15330435112652155,0.564029581629908,0.03482795002019743,0.14011496237396848,37658,898,183
0.9995248538527618,0.1653754452330683,0.6044541891021545,0.03819976621844813,0.13596683434119594,37838,898,190
0.6590318772136777,0.18984292410693152,0.7091962634298039,0.040258776431385354,0.1468421102136802,38841,898,181
0.7404624275856081,0.1901945805879145,0.7745639878883719,0.04128284595278067,0.1551947533462239,36252,898,183
0.6995770261591588,0.17190374862933436,0.6304516841927877,0.039112296381645574,0.15887541005087769,38652,898,175
0.6778426466499837,0.1842196913191792,0.7555561494144798,0.03771676055481716,0.14295193492726455,36743,898,178
0.8097902097901949,0.18630198931122974,0.7059001885060112,0.034310028953294575,0.13090517939464752,38967,898,187
0.7985241088292344,0.19329509244375315,0.750621691927605,0.03615584358655062,0.13276623281674504,37720,898,179
0.6,0.18024974968286814,0.6688270085343307,0.0353381567733421,0.13693050379015326,37354,898,188
0.6751556796220631,0.20208879045835737,0.8707009348389088,0.040173295454559825,0.15294753744728606,39113,898,178
0.8094156501322386,0.17518925672860378,0.648385241014772,0.0341968477761327,0.13640558064857033,39646,898,180
0.9214285714285614,0.1975881943004029,0.734498896174056,0.03979455814823054,0.1508413778042823,36773,898,185
0.7408847674547853,0.18163700036304778,0.7205903525556201,0.03742170901458207,0.13843626174849744,38426,898,173
0.7423487544483848,0.20695284943647396,0.7586004259909706,0.036879633756016994,0.13207968095772737,38783,898,183
0.7704619784605898,0.1856806431988919,0.6631645220483958,0.037387865688358383,0.14223412340161778,39862,898,184
0.767284024375669,0.21666114446432,0.8424012866699203,0.038811897533993375,0.14578316385268297,38313,898,184
0.7848129555307998,0.1892269345371787,0.7478411444937713,0.03625907980395797,0.14400262727121593,38738,898,181
0.43516030660182226,0.18626695869476306,0.6887845062494757,0.0392112375686719,0.1562791554198329,38343,898,187
0.777305521935267,0.1858298598465402,0.7471501568499868,0.03644805186672387,0.13170845371653472,38424,898,186
0.6676333152492825,0.18116282123495864,0.7059875408711556,0.03891805849320285,0.14389787853322733,38758,898,179
0.7034126163391935,0.17770517288975,0.7250152505080285,0.03842721628476498,0.13915287051900593,38607,898,172
0.7694556314115747,0.17473748352556426,0.6142316186355983,0.03752828642514203,0.14190019034862555,38204,898,179
0.8084418968212542,0.22463158598456695,0.860494045697386,0.04401343571283601,0.17610268214245994,35819,898,173
0.5480654375486943,0.18228660751563916,0.6341649193113006,0.0446216450032361,0.168271576227689,36949,898,180
0.8341763682590647,0.20510701516475044,0.8609677101010778,0.040081780642932816,0.1553599489294788,39021,898,180
0.9086419753086433,0.20030612204548875,0.7610725715718885,0.04417655794123083,0.17324276990705156,37772,898,187
0.7376462491397223,0.1804928295418513,0.6435856317310897,0.0333364916858136,0.1205444483121626,38879,898,179
0.6713775874375377,0.17332534610344225,0.6678440383104782,0.03366784215922808,0.153313926541912,38977,898,178
0.6866555116214029,0.20257784744489787,0.7506035629192457,0.0363846294989039,0.12942048822952645,38316,898,187
