cell,setup,n_cell,n_ctl,dates_cell,dates_ctl,top_date_share_cell,top_date_share_ctl
sig_h1_dr,Spring,63,1214,44,593,0.07936507936507936,0.012355848434925865
sig_h1_dr,T1-CapBounce,14,131,13,110,0.14285714285714285,0.030534351145038167
sig_h1_dr,Washout,1148,12935,351,1171,0.029616724738675958,0.019404715887127947
sig_h1_dr,Z-Absorb-Turn,1,32,1,30,1.0,0.0625
sig_h1_dr,Z11-T11,36,299,22,150,0.2222222222222222,0.06688963210702341
sig_h1_dr,ZRT,107,2062,82,641,0.06542056074766354,0.024733268671193017
sig_h1_dr,ZRT🟢,2,10,2,9,0.5,0.2
sig_h1_dr,Zone-Retest,8647,56133,986,1283,0.013877645426159362,0.007998859850711703
sig_h1_dr,coil_floor,200,193,125,116,0.065,0.03626943005181347
sig_h1_dr,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_h1_dr,ppr×NS,217,1488,148,588,0.041474654377880185,0.02217741935483871
sig_h1_dr,⚡G3-Abs,1,4,1,4,1.0,0.25
sig_h1_dr,🌀Engulf-AbsRev,432,1508,260,595,0.02546296296296296,0.015251989389920425
sig_h1_dr,🌉Z1G→T4,6,69,6,33,0.16666666666666666,0.2753623188405797
sig_h1_dr,🎬StopVol-Confirm,485,728,304,419,0.020618556701030927,0.016483516483516484
sig_h1_dr,🎯Cluster,78,541,60,305,0.10256410256410256,0.027726432532347505
sig_h1_dr,🎯Confluence≥3,88,1551,68,624,0.045454545454545456,0.03159252095422308
sig_h1_dr,🎯Confluence≥4,10,159,10,122,0.1,0.09433962264150944
sig_h1_dr,🎯T1-RS-Dip,348,357,204,201,0.04885057471264368,0.047619047619047616
sig_h1_dr,🎯T3-RS-Dip,821,548,356,295,0.03532277710109622,0.023722627737226276
sig_h1_dr,🏆L34→L34,2,224,2,168,0.5,0.022321428571428572
sig_h1_dr,👑Z1G-CROWN,55,341,19,140,0.5818181818181818,0.3812316715542522
sig_h1_dr,📐RSI-Div,22,862,20,350,0.09090909090909091,0.0382830626450116
sig_h1_dr,🔄DualReclaim,459,351,227,177,0.026143790849673203,0.045584045584045586
sig_h1_dr,🔄DualReclaim deep,88,43,63,38,0.06818181818181818,0.046511627906976744
sig_h1_dr,🥪T2G-Sandwich,1,167,1,123,1.0,0.041916167664670656
sig_h1_dr,🧊Coil-Floor,2574,2644,687,709,0.015151515151515152,0.02118003025718608
sig_h1_dr,🧺SEQ-20,7,264,7,170,0.14285714285714285,0.041666666666666664
sig_h1_dr,🪨T1G-NB,26,232,24,179,0.11538461538461539,0.02586206896551724
¬sig_h1_dr,Atomic,19366,2909,1195,577,0.013735412578746256,0.026813337916809902
¬sig_h1_dr,Atomic-R,114,36,71,25,0.03508771929824561,0.25
¬sig_h1_dr,D+L1,2686,334,778,199,0.020476545048399106,0.05089820359281437
¬sig_h1_dr,Engulf-Abs,558,52,251,35,0.17921146953405018,0.17307692307692307
¬sig_h1_dr,FailedBear-Turn,151,28,114,26,0.052980132450331126,0.07142857142857142
¬sig_h1_dr,G3+RL,701,113,235,68,0.06990014265335236,0.07964601769911504
¬sig_h1_dr,G3-Abs,181,20,126,11,0.03867403314917127,0.35
¬sig_h1_dr,G3-gap,6050,1070,997,262,0.024793388429752067,0.07663551401869159
¬sig_h1_dr,G3→G3,4676,651,971,237,0.031009409751924722,0.10138248847926268
¬sig_h1_dr,G3→G3→RL,313,82,119,31,0.2715654952076677,0.4634146341463415
¬sig_h1_dr,G3→L46 🕐,9683,969,1135,369,0.028193741609005472,0.033023735810113516
¬sig_h1_dr,HighBase-15mDip,4900,2179,974,641,0.013265306122448979,0.01973382285452042
¬sig_h1_dr,L34camp→REV,206,13,158,11,0.02912621359223301,0.15384615384615385
¬sig_h1_dr,L43-TRIPLE,812,122,299,52,0.06280788177339902,0.09836065573770492
¬sig_h1_dr,ND→SC→L46 🕐,146,2,83,2,0.1506849315068493,0.5
¬sig_h1_dr,NS→SC,316,3,183,2,0.07278481012658228,0.6666666666666666
¬sig_h1_dr,P55,15245,1311,1254,492,0.006821908822564776,0.04958047292143402
¬sig_h1_dr,Parabola,45100,4202,1274,833,0.004523281596452328,0.012613041408852927
¬sig_h1_dr,QZ-Capit,5846,911,1083,422,0.016079370509750255,0.014270032930845226
¬sig_h1_dr,QZ-Capit-Rev,32468,3815,1257,800,0.010718245657262536,0.01363040629095675
¬sig_h1_dr,RTB-Base,18372,1484,1249,431,0.008763335510559547,0.04177897574123989
¬sig_h1_dr,Spring,1214,63,593,44,0.012355848434925865,0.07936507936507936
¬sig_h1_dr,T1-CapBounce,131,14,110,13,0.030534351145038167,0.14285714285714285
¬sig_h1_dr,Washout,12935,1148,1171,351,0.019404715887127947,0.029616724738675958
¬sig_h1_dr,Z-Absorb-Turn,32,1,30,1,0.0625,1.0
¬sig_h1_dr,Z11-T11,299,36,150,22,0.06688963210702341,0.2222222222222222
¬sig_h1_dr,ZRT,2062,107,641,82,0.024733268671193017,0.06542056074766354
¬sig_h1_dr,ZRT🟢,10,2,9,2,0.2,0.5
¬sig_h1_dr,Zone-Retest,56133,8647,1283,986,0.007998859850711703,0.013877645426159362
¬sig_h1_dr,coil_floor,193,200,116,125,0.03626943005181347,0.065
¬sig_h1_dr,engulf_absorb_rev,2,1,2,1,0.5,1.0
¬sig_h1_dr,ppr×NS,1488,217,588,148,0.02217741935483871,0.041474654377880185
¬sig_h1_dr,⚡G3-Abs,4,1,4,1,0.25,1.0
¬sig_h1_dr,🌀Engulf-AbsRev,1508,432,595,260,0.015251989389920425,0.02546296296296296
¬sig_h1_dr,🌉Z1G→T4,69,6,33,6,0.2753623188405797,0.16666666666666666
¬sig_h1_dr,🎬StopVol-Confirm,728,485,419,304,0.016483516483516484,0.020618556701030927
¬sig_h1_dr,🎯Cluster,541,78,305,60,0.027726432532347505,0.10256410256410256
¬sig_h1_dr,🎯Confluence≥3,1551,88,624,68,0.03159252095422308,0.045454545454545456
¬sig_h1_dr,🎯Confluence≥4,159,10,122,10,0.09433962264150944,0.1
¬sig_h1_dr,🎯T1-RS-Dip,357,348,201,204,0.047619047619047616,0.04885057471264368
¬sig_h1_dr,🎯T3-RS-Dip,548,821,295,356,0.023722627737226276,0.03532277710109622
¬sig_h1_dr,🏆L34→L34,224,2,168,2,0.022321428571428572,0.5
¬sig_h1_dr,👑Z1G-CROWN,341,55,140,19,0.3812316715542522,0.5818181818181818
¬sig_h1_dr,📐RSI-Div,862,22,350,20,0.0382830626450116,0.09090909090909091
¬sig_h1_dr,🔄DualReclaim,351,459,177,227,0.045584045584045586,0.026143790849673203
¬sig_h1_dr,🔄DualReclaim deep,43,88,38,63,0.046511627906976744,0.06818181818181818
¬sig_h1_dr,🥪T2G-Sandwich,167,1,123,1,0.041916167664670656,1.0
¬sig_h1_dr,🧊Coil-Floor,2644,2574,709,687,0.02118003025718608,0.015151515151515152
¬sig_h1_dr,🧺SEQ-20,264,7,170,7,0.041666666666666664,0.14285714285714285
¬sig_h1_dr,🪨T1G-NB,232,26,179,24,0.02586206896551724,0.11538461538461539
sig_macro_vix_up,Atomic,4471,17804,190,1024,0.05546857526280474,0.016625477420804315
sig_macro_vix_up,Atomic-R,43,107,28,57,0.11627906976744186,0.11214953271028037
sig_macro_vix_up,D+L1,546,2474,131,680,0.07142857142857142,0.02263540824575586
sig_macro_vix_up,Engulf-Abs,203,407,66,198,0.1724137931034483,0.2678132678132678
sig_macro_vix_up,FailedBear-Turn,44,135,34,99,0.09090909090909091,0.05925925925925926
sig_macro_vix_up,G3+RL,163,651,62,203,0.11042944785276074,0.07526881720430108
sig_macro_vix_up,G3-Abs,34,167,27,104,0.11764705882352941,0.0658682634730539
sig_macro_vix_up,G3-gap,1823,5297,184,832,0.117937465715853,0.03284878232962054
sig_macro_vix_up,G3→G3,903,4424,162,836,0.13510520487264674,0.039783001808318265
sig_macro_vix_up,G3→G3→RL,115,280,37,93,0.24347826086956523,0.4392857142857143
sig_macro_vix_up,G3→L46 🕐,1880,8772,186,967,0.09148936170212765,0.03112175102599179
sig_macro_vix_up,HighBase-15mDip,1640,5439,181,883,0.046341463414634146,0.012134583563154992
sig_macro_vix_up,L34camp→REV,29,190,19,144,0.13793103448275862,0.031578947368421054
sig_macro_vix_up,L43-TRIPLE,169,765,57,253,0.1242603550295858,0.0784313725490196
sig_macro_vix_up,ND→SC→L46 🕐,10,138,9,74,0.2,0.16666666666666666
sig_macro_vix_up,NS→SC,21,298,17,167,0.09523809523809523,0.07718120805369127
sig_macro_vix_up,P55,2445,14111,206,1059,0.03353783231083845,0.0073701367727304935
sig_macro_vix_up,Parabola,7067,42235,209,1070,0.019102872506013866,0.005185272877944833
sig_macro_vix_up,QZ-Capit,1797,4960,200,908,0.035614913745130775,0.018951612903225806
sig_macro_vix_up,QZ-Capit-Rev,7407,28876,210,1047,0.02443634399891994,0.01350602576534146
sig_macro_vix_up,RTB-Base,4617,15239,204,1047,0.025124539744422785,0.010564997703261369
sig_macro_vix_up,Spring,268,1009,112,491,0.06343283582089553,0.014866204162537165
sig_macro_vix_up,T1-CapBounce,39,106,29,90,0.07692307692307693,0.03773584905660377
sig_macro_vix_up,Washout,4480,9603,204,979,0.030357142857142857,0.029678225554514215
sig_macro_vix_up,Z-Absorb-Turn,4,29,4,27,0.25,0.06896551724137931
sig_macro_vix_up,Z11-T11,77,258,27,135,0.2857142857142857,0.10077519379844961
sig_macro_vix_up,ZRT,392,1777,110,541,0.07908163265306123,0.032639279684862126
sig_macro_vix_up,ZRT🟢,2,10,1,10,1.0,0.1
sig_macro_vix_up,Zone-Retest,16546,48234,210,1074,0.0263507796446271,0.011340548161048224
sig_macro_vix_up,coil_floor,118,275,48,152,0.11016949152542373,0.07272727272727272
sig_macro_vix_up,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_macro_vix_up,g3g3rl,2,3,2,2,0.5,0.6666666666666666
sig_macro_vix_up,ppr×NS,233,1472,89,538,0.07725321888412018,0.02309782608695652
sig_macro_vix_up,🌀Engulf-AbsRev,376,1564,114,569,0.047872340425531915,0.016624040920716114
sig_macro_vix_up,🌉Z1G→T4,10,65,8,28,0.3,0.3076923076923077
sig_macro_vix_up,🌉v2 Z1G→T3/T6,9,66,8,30,0.2222222222222222,0.3181818181818182
sig_macro_vix_up,🎬StopVol-Confirm,240,973,107,453,0.06666666666666667,0.01644398766700925
sig_macro_vix_up,🎯Cluster,155,464,81,252,0.06451612903225806,0.034482758620689655
sig_macro_vix_up,🎯Confluence,1,1,1,1,1.0,1.0
sig_macro_vix_up,🎯Confluence≥3,335,1304,121,520,0.056716417910447764,0.037576687116564415
sig_macro_vix_up,🎯Confluence≥4,22,147,22,106,0.045454545454545456,0.10204081632653061
sig_macro_vix_up,🎯T1-RS-Dip,165,540,61,270,0.10303030303030303,0.03333333333333333
sig_macro_vix_up,🎯T3-RS-Dip,434,935,109,386,0.07603686635944701,0.020320855614973262
sig_macro_vix_up,🏆L34→L34,29,197,21,147,0.10344827586206896,0.025380710659898477
sig_macro_vix_up,👑Z1G-CROWN,70,326,35,115,0.08571428571428572,0.49693251533742333
sig_macro_vix_up,📐RSI-Div,77,807,41,317,0.12987012987012986,0.042131350681536554
sig_macro_vix_up,🔄DualReclaim,256,554,79,241,0.0546875,0.036101083032490974
sig_macro_vix_up,🔄DualReclaim deep,44,87,28,61,0.11363636363636363,0.06896551724137931
sig_macro_vix_up,🥪T2G-Sandwich,22,146,17,106,0.09090909090909091,0.04794520547945205
sig_macro_vix_up,🧊Coil-Floor,1246,3972,158,740,0.058587479935794544,0.01863041289023162
sig_macro_vix_up,🧲Z9-HL,11,139,10,50,0.18181818181818182,0.4172661870503597
sig_macro_vix_up,🧺SEQ-20,48,223,33,142,0.125,0.04932735426008968
sig_macro_vix_up,🪨T1G-NB,51,207,34,161,0.11764705882352941,0.028985507246376812
¬sig_macro_vix_up,Atomic,17804,4471,1024,190,0.016625477420804315,0.05546857526280474
¬sig_macro_vix_up,Atomic-R,107,43,57,28,0.11214953271028037,0.11627906976744186
¬sig_macro_vix_up,D+L1,2474,546,680,131,0.02263540824575586,0.07142857142857142
¬sig_macro_vix_up,Engulf-Abs,407,203,198,66,0.2678132678132678,0.1724137931034483
¬sig_macro_vix_up,FailedBear-Turn,135,44,99,34,0.05925925925925926,0.09090909090909091
¬sig_macro_vix_up,G3+RL,651,163,203,62,0.07526881720430108,0.11042944785276074
¬sig_macro_vix_up,G3-Abs,167,34,104,27,0.0658682634730539,0.11764705882352941
¬sig_macro_vix_up,G3-gap,5297,1823,832,184,0.03284878232962054,0.117937465715853
¬sig_macro_vix_up,G3→G3,4424,903,836,162,0.039783001808318265,0.13510520487264674
¬sig_macro_vix_up,G3→G3→RL,280,115,93,37,0.4392857142857143,0.24347826086956523
¬sig_macro_vix_up,G3→L46 🕐,8772,1880,967,186,0.03112175102599179,0.09148936170212765
¬sig_macro_vix_up,HighBase-15mDip,5439,1640,883,181,0.012134583563154992,0.046341463414634146
¬sig_macro_vix_up,L34camp→REV,190,29,144,19,0.031578947368421054,0.13793103448275862
¬sig_macro_vix_up,L43-TRIPLE,765,169,253,57,0.0784313725490196,0.1242603550295858
¬sig_macro_vix_up,ND→SC→L46 🕐,138,10,74,9,0.16666666666666666,0.2
¬sig_macro_vix_up,NS→SC,298,21,167,17,0.07718120805369127,0.09523809523809523
¬sig_macro_vix_up,P55,14111,2445,1059,206,0.0073701367727304935,0.03353783231083845
¬sig_macro_vix_up,Parabola,42235,7067,1070,209,0.005185272877944833,0.019102872506013866
¬sig_macro_vix_up,QZ-Capit,4960,1797,908,200,0.018951612903225806,0.035614913745130775
¬sig_macro_vix_up,QZ-Capit-Rev,28876,7407,1047,210,0.01350602576534146,0.02443634399891994
¬sig_macro_vix_up,RTB-Base,15239,4617,1047,204,0.010564997703261369,0.025124539744422785
¬sig_macro_vix_up,Spring,1009,268,491,112,0.014866204162537165,0.06343283582089553
¬sig_macro_vix_up,T1-CapBounce,106,39,90,29,0.03773584905660377,0.07692307692307693
¬sig_macro_vix_up,Washout,9603,4480,979,204,0.029678225554514215,0.030357142857142857
¬sig_macro_vix_up,Z-Absorb-Turn,29,4,27,4,0.06896551724137931,0.25
¬sig_macro_vix_up,Z11-T11,258,77,135,27,0.10077519379844961,0.2857142857142857
¬sig_macro_vix_up,ZRT,1777,392,541,110,0.032639279684862126,0.07908163265306123
¬sig_macro_vix_up,ZRT🟢,10,2,10,1,0.1,1.0
¬sig_macro_vix_up,Zone-Retest,48234,16546,1074,210,0.011340548161048224,0.0263507796446271
¬sig_macro_vix_up,coil_floor,275,118,152,48,0.07272727272727272,0.11016949152542373
¬sig_macro_vix_up,engulf_absorb_rev,2,1,2,1,0.5,1.0
¬sig_macro_vix_up,g3g3rl,3,2,2,2,0.6666666666666666,0.5
¬sig_macro_vix_up,ppr×NS,1472,233,538,89,0.02309782608695652,0.07725321888412018
¬sig_macro_vix_up,🌀Engulf-AbsRev,1564,376,569,114,0.016624040920716114,0.047872340425531915
¬sig_macro_vix_up,🌉Z1G→T4,65,10,28,8,0.3076923076923077,0.3
¬sig_macro_vix_up,🌉v2 Z1G→T3/T6,66,9,30,8,0.3181818181818182,0.2222222222222222
¬sig_macro_vix_up,🎬StopVol-Confirm,973,240,453,107,0.01644398766700925,0.06666666666666667
¬sig_macro_vix_up,🎯Cluster,464,155,252,81,0.034482758620689655,0.06451612903225806
¬sig_macro_vix_up,🎯Confluence,1,1,1,1,1.0,1.0
¬sig_macro_vix_up,🎯Confluence≥3,1304,335,520,121,0.037576687116564415,0.056716417910447764
¬sig_macro_vix_up,🎯Confluence≥4,147,22,106,22,0.10204081632653061,0.045454545454545456
¬sig_macro_vix_up,🎯T1-RS-Dip,540,165,270,61,0.03333333333333333,0.10303030303030303
¬sig_macro_vix_up,🎯T3-RS-Dip,935,434,386,109,0.020320855614973262,0.07603686635944701
¬sig_macro_vix_up,🏆L34→L34,197,29,147,21,0.025380710659898477,0.10344827586206896
¬sig_macro_vix_up,👑Z1G-CROWN,326,70,115,35,0.49693251533742333,0.08571428571428572
¬sig_macro_vix_up,📐RSI-Div,807,77,317,41,0.042131350681536554,0.12987012987012986
¬sig_macro_vix_up,🔄DualReclaim,554,256,241,79,0.036101083032490974,0.0546875
¬sig_macro_vix_up,🔄DualReclaim deep,87,44,61,28,0.06896551724137931,0.11363636363636363
¬sig_macro_vix_up,🥪T2G-Sandwich,146,22,106,17,0.04794520547945205,0.09090909090909091
¬sig_macro_vix_up,🧊Coil-Floor,3972,1246,740,158,0.01863041289023162,0.058587479935794544
¬sig_macro_vix_up,🧲Z9-HL,139,11,50,10,0.4172661870503597,0.18181818181818182
¬sig_macro_vix_up,🧺SEQ-20,223,48,142,33,0.04932735426008968,0.125
¬sig_macro_vix_up,🪨T1G-NB,207,51,161,34,0.028985507246376812,0.11764705882352941
sig_rs_intact+sig_conso,Atomic,6157,16118,846,1170,0.015916842618158195,0.012904826901600695
sig_rs_intact+sig_conso,Atomic-R,41,109,32,64,0.12195121951219512,0.06422018348623854
sig_rs_intact+sig_conso,D+L1,844,2176,386,711,0.031990521327014215,0.022518382352941176
sig_rs_intact+sig_conso,Engulf-Abs,51,559,42,245,0.058823529411764705,0.19141323792486584
sig_rs_intact+sig_conso,FailedBear-Turn,34,145,33,109,0.058823529411764705,0.05517241379310345
sig_rs_intact+sig_conso,G3+RL,163,651,90,220,0.05521472392638037,0.07526881720430108
sig_rs_intact+sig_conso,G3-Abs,37,164,27,115,0.16216216216216217,0.036585365853658534
sig_rs_intact+sig_conso,G3-gap,1308,5812,330,989,0.06422018348623854,0.025808671713695802
sig_rs_intact+sig_conso,G3→G3,1441,3886,505,894,0.04302567661346287,0.0319094184251158
sig_rs_intact+sig_conso,G3→G3→RL,74,321,36,112,0.22972972972972974,0.3302180685358255
sig_rs_intact+sig_conso,G3→L46 🕐,2767,7885,698,1102,0.027105168052041922,0.025110970196575776
sig_rs_intact+sig_conso,HighBase-15mDip,3673,3406,822,846,0.01524639259460931,0.008220786846741044
sig_rs_intact+sig_conso,L34camp→REV,24,195,21,153,0.08333333333333333,0.02564102564102564
sig_rs_intact+sig_conso,L43-TRIPLE,101,833,48,300,0.1188118811881188,0.06722689075630252
sig_rs_intact+sig_conso,ND→SC→L46 🕐,12,136,9,78,0.3333333333333333,0.16176470588235295
sig_rs_intact+sig_conso,NS→SC,30,289,27,170,0.1,0.07612456747404844
sig_rs_intact+sig_conso,P55,4102,12454,877,1206,0.01901511457825451,0.008350730688935281
sig_rs_intact+sig_conso,Parabola,22630,26672,1137,1257,0.004507291206363235,0.004874025194961008
sig_rs_intact+sig_conso,QZ-Capit,1195,5562,514,1076,0.013389121338912133,0.01690039554117224
sig_rs_intact+sig_conso,QZ-Capit-Rev,6313,29970,921,1254,0.010613020750831618,0.010777444110777443
sig_rs_intact+sig_conso,RTB-Base,2509,17347,562,1249,0.026703866082104424,0.009281143713610423
sig_rs_intact+sig_conso,Spring,98,1179,74,581,0.04081632653061224,0.011874469889737066
sig_rs_intact+sig_conso,T1-CapBounce,21,124,18,106,0.09523809523809523,0.024193548387096774
sig_rs_intact+sig_conso,Washout,883,13200,305,1175,0.07021517553793885,0.016893939393939395
sig_rs_intact+sig_conso,Z-Absorb-Turn,9,24,9,22,0.1111111111111111,0.08333333333333333
sig_rs_intact+sig_conso,Z11-T11,45,290,29,145,0.17777777777777778,0.07241379310344828
sig_rs_intact+sig_conso,ZRT,451,1718,230,601,0.04434589800443459,0.02211874272409779
sig_rs_intact+sig_conso,ZRT🟢,4,8,4,7,0.25,0.25
sig_rs_intact+sig_conso,Zone-Retest,12168,52612,1077,1282,0.00821827744904668,0.00916140804379229
sig_rs_intact+sig_conso,coil_floor,210,183,127,117,0.06666666666666667,0.03825136612021858
sig_rs_intact+sig_conso,ppr×NS,497,1208,294,516,0.03219315895372234,0.027317880794701987
sig_rs_intact+sig_conso,🌀Engulf-AbsRev,1709,231,639,170,0.012287887653598596,0.021645021645021644
sig_rs_intact+sig_conso,🌉Z1G→T4,9,66,9,29,0.1111111111111111,0.30303030303030304
sig_rs_intact+sig_conso,🌉v2 Z1G→T3/T6,12,63,11,29,0.16666666666666666,0.3333333333333333
sig_rs_intact+sig_conso,🎬StopVol-Confirm,818,395,453,264,0.018337408312958436,0.017721518987341773
sig_rs_intact+sig_conso,🎯Cluster,151,468,121,263,0.026490066225165563,0.027777777777777776
sig_rs_intact+sig_conso,🎯Confluence,1,1,1,1,1.0,1.0
sig_rs_intact+sig_conso,🎯Confluence≥3,176,1463,123,615,0.03977272727272727,0.03349282296650718
sig_rs_intact+sig_conso,🎯Confluence≥4,19,150,18,114,0.10526315789473684,0.1
sig_rs_intact+sig_conso,🎯T1-RS-Dip,366,339,212,187,0.03551912568306011,0.029498525073746312
sig_rs_intact+sig_conso,🎯T3-RS-Dip,979,390,419,208,0.026557711950970377,0.028205128205128206
sig_rs_intact+sig_conso,🏆L34→L34,77,149,64,124,0.03896103896103896,0.026845637583892617
sig_rs_intact+sig_conso,👑Z1G-CROWN,40,356,24,135,0.225,0.4297752808988764
sig_rs_intact+sig_conso,📐RSI-Div,695,189,311,113,0.03597122302158273,0.047619047619047616
sig_rs_intact+sig_conso,🔄DualReclaim,346,464,179,225,0.031791907514450865,0.034482758620689655
sig_rs_intact+sig_conso,🔄DualReclaim deep,53,78,43,57,0.05660377358490566,0.07692307692307693
sig_rs_intact+sig_conso,🥪T2G-Sandwich,80,88,69,68,0.0375,0.06818181818181818
sig_rs_intact+sig_conso,🧊Coil-Floor,4307,911,830,379,0.014395170652426282,0.03512623490669594
sig_rs_intact+sig_conso,🧲Z9-HL,12,138,12,52,0.08333333333333333,0.41304347826086957
sig_rs_intact+sig_conso,🧺SEQ-20,79,192,60,133,0.06329113924050633,0.052083333333333336
sig_rs_intact+sig_conso,🪨T1G-NB,194,64,153,60,0.030927835051546393,0.046875
sig_rs_intact+sig_lead_in_lag,Atomic,2624,19651,580,1203,0.018673780487804877,0.013739758790901226
sig_rs_intact+sig_lead_in_lag,Atomic-R,16,134,13,80,0.1875,0.07462686567164178
sig_rs_intact+sig_lead_in_lag,D+L1,377,2643,229,772,0.026525198938992044,0.02043132803632236
sig_rs_intact+sig_lead_in_lag,Engulf-Abs,37,573,35,249,0.05405405405405406,0.18848167539267016
sig_rs_intact+sig_lead_in_lag,FailedBear-Turn,19,160,18,119,0.10526315789473684,0.05
sig_rs_intact+sig_lead_in_lag,G3+RL,70,744,46,245,0.08571428571428572,0.06586021505376344
sig_rs_intact+sig_lead_in_lag,G3-Abs,20,181,18,121,0.1,0.06077348066298342
sig_rs_intact+sig_lead_in_lag,G3-gap,671,6449,218,1001,0.05961251862891207,0.031787874089006046
sig_rs_intact+sig_lead_in_lag,G3→G3,568,4759,276,953,0.06338028169014084,0.03509140575751208
sig_rs_intact+sig_lead_in_lag,G3→G3→RL,39,356,18,124,0.358974358974359,0.3061797752808989
sig_rs_intact+sig_lead_in_lag,G3→L46 🕐,1104,9548,430,1140,0.029891304347826088,0.027545035609551738
sig_rs_intact+sig_lead_in_lag,HighBase-15mDip,1509,5570,554,1003,0.02253147779986746,0.010412926391382405
sig_rs_intact+sig_lead_in_lag,L34camp→REV,13,206,12,156,0.15384615384615385,0.02912621359223301
sig_rs_intact+sig_lead_in_lag,L43-TRIPLE,93,841,47,302,0.12903225806451613,0.06896551724137931
sig_rs_intact+sig_lead_in_lag,ND→SC→L46 🕐,10,138,4,81,0.4,0.13768115942028986
sig_rs_intact+sig_lead_in_lag,NS→SC,16,303,14,176,0.1875,0.07590759075907591
sig_rs_intact+sig_lead_in_lag,P55,1881,14675,668,1254,0.014885699096225412,0.007086882453151619
sig_rs_intact+sig_lead_in_lag,Parabola,7837,41465,1021,1278,0.010207987750414699,0.004099843241287833
sig_rs_intact+sig_lead_in_lag,QZ-Capit,689,6068,360,1083,0.023222060957910014,0.015491100856954515
sig_rs_intact+sig_lead_in_lag,QZ-Capit-Rev,3256,33027,739,1256,0.012592137592137592,0.011324068186635177
sig_rs_intact+sig_lead_in_lag,RTB-Base,1176,18680,430,1249,0.026360544217687076,0.008618843683083511
sig_rs_intact+sig_lead_in_lag,Spring,75,1202,55,586,0.09333333333333334,0.012479201331114808
sig_rs_intact+sig_lead_in_lag,T1-CapBounce,12,133,12,111,0.08333333333333333,0.03007518796992481
sig_rs_intact+sig_lead_in_lag,Washout,757,13326,298,1178,0.03963011889035667,0.019135524538496172
sig_rs_intact+sig_lead_in_lag,Z-Absorb-Turn,7,26,7,24,0.14285714285714285,0.07692307692307693
sig_rs_intact+sig_lead_in_lag,Z11-T11,28,307,18,156,0.21428571428571427,0.08469055374592833
sig_rs_intact+sig_lead_in_lag,ZRT,222,1947,139,629,0.05855855855855856,0.02465331278890601
sig_rs_intact+sig_lead_in_lag,ZRT🟢,3,9,3,8,0.3333333333333333,0.2222222222222222
sig_rs_intact+sig_lead_in_lag,Zone-Retest,6765,58015,949,1283,0.01359940872135994,0.00844609152805309
sig_rs_intact+sig_lead_in_lag,coil_floor,177,216,116,124,0.03389830508474576,0.0787037037037037
sig_rs_intact+sig_lead_in_lag,engulf_absorb_rev,2,1,2,1,0.5,1.0
sig_rs_intact+sig_lead_in_lag,ppr×NS,200,1505,142,589,0.035,0.021926910299003323
sig_rs_intact+sig_lead_in_lag,🌀Engulf-AbsRev,733,1207,388,534,0.023192360163710776,0.015741507870753936
sig_rs_intact+sig_lead_in_lag,🌉Z1G→T4,7,68,7,31,0.14285714285714285,0.29411764705882354
sig_rs_intact+sig_lead_in_lag,🌉v2 Z1G→T3/T6,1,74,1,38,1.0,0.28378378378378377
sig_rs_intact+sig_lead_in_lag,🎬StopVol-Confirm,392,821,238,455,0.02806122448979592,0.018270401948842874
sig_rs_intact+sig_lead_in_lag,🎯Cluster,105,514,85,293,0.02857142857142857,0.029182879377431907
sig_rs_intact+sig_lead_in_lag,🎯Confluence≥3,141,1498,100,622,0.05673758865248227,0.03137516688918558
sig_rs_intact+sig_lead_in_lag,🎯Confluence≥4,16,153,15,117,0.125,0.09803921568627451
sig_rs_intact+sig_lead_in_lag,🎯T1-RS-Dip,325,380,204,207,0.03076923076923077,0.04473684210526316
sig_rs_intact+sig_lead_in_lag,🎯T3-RS-Dip,608,761,313,325,0.04276315789473684,0.02890932982917214
sig_rs_intact+sig_lead_in_lag,🏆L34→L34,24,202,22,153,0.08333333333333333,0.024752475247524754
sig_rs_intact+sig_lead_in_lag,👑Z1G-CROWN,23,373,12,142,0.43478260869565216,0.4075067024128686
sig_rs_intact+sig_lead_in_lag,📐RSI-Div,362,522,210,234,0.06906077348066299,0.04597701149425287
sig_rs_intact+sig_lead_in_lag,🔄DualReclaim,395,415,198,205,0.035443037974683546,0.03614457831325301
sig_rs_intact+sig_lead_in_lag,🔄DualReclaim deep,63,68,50,53,0.07936507936507936,0.07352941176470588
sig_rs_intact+sig_lead_in_lag,🥪T2G-Sandwich,32,136,30,105,0.0625,0.04411764705882353
sig_rs_intact+sig_lead_in_lag,🧊Coil-Floor,2440,2778,720,636,0.015163934426229509,0.016918646508279338
sig_rs_intact+sig_lead_in_lag,🧲Z9-HL,13,137,11,54,0.23076923076923078,0.40145985401459855
sig_rs_intact+sig_lead_in_lag,🧺SEQ-20,34,237,29,156,0.11764705882352941,0.04219409282700422
sig_rs_intact+sig_lead_in_lag,🪨T1G-NB,89,169,77,132,0.033707865168539325,0.03550295857988166
sig_rs_intact+sig_h1_dr,Atomic,2909,19366,577,1195,0.026813337916809902,0.013735412578746256
sig_rs_intact+sig_h1_dr,Atomic-R,36,114,25,71,0.25,0.03508771929824561
sig_rs_intact+sig_h1_dr,D+L1,334,2686,199,778,0.05089820359281437,0.020476545048399106
