cell,setup,n_cell,n_ctl,dates_cell,dates_ctl,top_date_share_cell,top_date_share_ctl
sig_rs_intact+sig_h1_dr,Engulf-Abs,52,558,35,251,0.17307692307692307,0.17921146953405018
sig_rs_intact+sig_h1_dr,FailedBear-Turn,28,151,26,114,0.07142857142857142,0.052980132450331126
sig_rs_intact+sig_h1_dr,G3+RL,113,701,68,235,0.07964601769911504,0.06990014265335236
sig_rs_intact+sig_h1_dr,G3-Abs,20,181,11,126,0.35,0.03867403314917127
sig_rs_intact+sig_h1_dr,G3-gap,1070,6050,262,997,0.07663551401869159,0.024793388429752067
sig_rs_intact+sig_h1_dr,G3→G3,651,4676,237,971,0.10138248847926268,0.031009409751924722
sig_rs_intact+sig_h1_dr,G3→G3→RL,82,313,31,119,0.4634146341463415,0.2715654952076677
sig_rs_intact+sig_h1_dr,G3→L46 🕐,969,9683,369,1135,0.033023735810113516,0.028193741609005472
sig_rs_intact+sig_h1_dr,HighBase-15mDip,2179,4900,641,974,0.01973382285452042,0.013265306122448979
sig_rs_intact+sig_h1_dr,L34camp→REV,13,206,11,158,0.15384615384615385,0.02912621359223301
sig_rs_intact+sig_h1_dr,L43-TRIPLE,122,812,52,299,0.09836065573770492,0.06280788177339902
sig_rs_intact+sig_h1_dr,ND→SC→L46 🕐,2,146,2,83,0.5,0.1506849315068493
sig_rs_intact+sig_h1_dr,NS→SC,3,316,2,183,0.6666666666666666,0.07278481012658228
sig_rs_intact+sig_h1_dr,P55,1311,15245,492,1254,0.04958047292143402,0.006821908822564776
sig_rs_intact+sig_h1_dr,Parabola,4202,45100,833,1274,0.012613041408852927,0.004523281596452328
sig_rs_intact+sig_h1_dr,QZ-Capit,911,5846,422,1083,0.014270032930845226,0.016079370509750255
sig_rs_intact+sig_h1_dr,QZ-Capit-Rev,3815,32468,800,1257,0.01363040629095675,0.010718245657262536
sig_rs_intact+sig_h1_dr,RTB-Base,1484,18372,431,1249,0.04177897574123989,0.008763335510559547
sig_rs_intact+sig_h1_dr,Spring,63,1214,44,593,0.07936507936507936,0.012355848434925865
sig_rs_intact+sig_h1_dr,T1-CapBounce,14,131,13,110,0.14285714285714285,0.030534351145038167
sig_rs_intact+sig_h1_dr,Washout,1148,12935,351,1171,0.029616724738675958,0.019404715887127947
sig_rs_intact+sig_h1_dr,Z-Absorb-Turn,1,32,1,30,1.0,0.0625
sig_rs_intact+sig_h1_dr,Z11-T11,36,299,22,150,0.2222222222222222,0.06688963210702341
sig_rs_intact+sig_h1_dr,ZRT,107,2062,82,641,0.06542056074766354,0.024733268671193017
sig_rs_intact+sig_h1_dr,ZRT🟢,2,10,2,9,0.5,0.2
sig_rs_intact+sig_h1_dr,Zone-Retest,8647,56133,986,1283,0.013877645426159362,0.007998859850711703
sig_rs_intact+sig_h1_dr,coil_floor,200,193,125,116,0.065,0.03626943005181347
sig_rs_intact+sig_h1_dr,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_rs_intact+sig_h1_dr,ppr×NS,217,1488,148,588,0.041474654377880185,0.02217741935483871
sig_rs_intact+sig_h1_dr,⚡G3-Abs,1,4,1,4,1.0,0.25
sig_rs_intact+sig_h1_dr,🌀Engulf-AbsRev,432,1508,260,595,0.02546296296296296,0.015251989389920425
sig_rs_intact+sig_h1_dr,🌉Z1G→T4,6,69,6,33,0.16666666666666666,0.2753623188405797
sig_rs_intact+sig_h1_dr,🎬StopVol-Confirm,485,728,304,419,0.020618556701030927,0.016483516483516484
sig_rs_intact+sig_h1_dr,🎯Cluster,78,541,60,305,0.10256410256410256,0.027726432532347505
sig_rs_intact+sig_h1_dr,🎯Confluence≥3,88,1551,68,624,0.045454545454545456,0.03159252095422308
sig_rs_intact+sig_h1_dr,🎯Confluence≥4,10,159,10,122,0.1,0.09433962264150944
sig_rs_intact+sig_h1_dr,🎯T1-RS-Dip,348,357,204,201,0.04885057471264368,0.047619047619047616
sig_rs_intact+sig_h1_dr,🎯T3-RS-Dip,821,548,356,295,0.03532277710109622,0.023722627737226276
sig_rs_intact+sig_h1_dr,🏆L34→L34,2,224,2,168,0.5,0.022321428571428572
sig_rs_intact+sig_h1_dr,👑Z1G-CROWN,55,341,19,140,0.5818181818181818,0.3812316715542522
sig_rs_intact+sig_h1_dr,📐RSI-Div,22,862,20,350,0.09090909090909091,0.0382830626450116
sig_rs_intact+sig_h1_dr,🔄DualReclaim,459,351,227,177,0.026143790849673203,0.045584045584045586
sig_rs_intact+sig_h1_dr,🔄DualReclaim deep,88,43,63,38,0.06818181818181818,0.046511627906976744
sig_rs_intact+sig_h1_dr,🥪T2G-Sandwich,1,167,1,123,1.0,0.041916167664670656
sig_rs_intact+sig_h1_dr,🧊Coil-Floor,2574,2644,687,709,0.015151515151515152,0.02118003025718608
sig_rs_intact+sig_h1_dr,🧺SEQ-20,7,264,7,170,0.14285714285714285,0.041666666666666664
sig_rs_intact+sig_h1_dr,🪨T1G-NB,26,232,24,179,0.11538461538461539,0.02586206896551724
sig_rs_intact+sig_macro_vix_up,Atomic,1904,20371,144,1205,0.06407563025210083,0.014530459967601002
sig_rs_intact+sig_macro_vix_up,Atomic-R,15,135,12,77,0.13333333333333333,0.08888888888888889
sig_rs_intact+sig_macro_vix_up,D+L1,228,2792,77,786,0.14035087719298245,0.02005730659025788
sig_rs_intact+sig_macro_vix_up,Engulf-Abs,32,578,21,259,0.125,0.18858131487889274
sig_rs_intact+sig_macro_vix_up,FailedBear-Turn,10,169,9,127,0.2,0.047337278106508875
sig_rs_intact+sig_macro_vix_up,G3+RL,52,762,28,250,0.17307692307692307,0.06430446194225722
sig_rs_intact+sig_macro_vix_up,G3-Abs,8,193,7,126,0.25,0.05699481865284974
sig_rs_intact+sig_macro_vix_up,G3-gap,498,6622,91,1007,0.1706827309236948,0.026276049531863487
sig_rs_intact+sig_macro_vix_up,G3→G3,355,4972,110,968,0.2028169014084507,0.035398230088495575
sig_rs_intact+sig_macro_vix_up,G3→G3→RL,27,368,14,125,0.18518518518518517,0.3342391304347826
sig_rs_intact+sig_macro_vix_up,G3→L46 🕐,603,10049,124,1151,0.087893864013267,0.027166882276843468
sig_rs_intact+sig_macro_vix_up,HighBase-15mDip,1109,5970,151,1016,0.05590622182146077,0.011055276381909548
sig_rs_intact+sig_macro_vix_up,L34camp→REV,9,210,6,162,0.3333333333333333,0.02857142857142857
sig_rs_intact+sig_macro_vix_up,L43-TRIPLE,33,901,14,306,0.3939393939393939,0.06659267480577137
sig_rs_intact+sig_macro_vix_up,NS→SC,5,314,5,180,0.2,0.0732484076433121
sig_rs_intact+sig_macro_vix_up,P55,830,15726,155,1249,0.04216867469879518,0.006613251939463309
sig_rs_intact+sig_macro_vix_up,Parabola,4426,44876,187,1264,0.019430637144148215,0.004880114092165077
sig_rs_intact+sig_macro_vix_up,QZ-Capit,442,6315,124,1104,0.06561085972850679,0.014885193982581157
sig_rs_intact+sig_macro_vix_up,QZ-Capit-Rev,1697,34586,173,1256,0.03830288744843842,0.011276238940611808
sig_rs_intact+sig_macro_vix_up,RTB-Base,858,18998,135,1251,0.07342657342657342,0.00847457627118644
sig_rs_intact+sig_macro_vix_up,Spring,38,1239,25,596,0.18421052631578946,0.012106537530266344
sig_rs_intact+sig_macro_vix_up,T1-CapBounce,13,132,12,110,0.15384615384615385,0.030303030303030304
sig_rs_intact+sig_macro_vix_up,Washout,556,13527,112,1182,0.06294964028776978,0.021068973164781547
sig_rs_intact+sig_macro_vix_up,Z-Absorb-Turn,2,31,2,29,0.5,0.06451612903225806
sig_rs_intact+sig_macro_vix_up,Z11-T11,18,317,8,159,0.4444444444444444,0.08201892744479496
sig_rs_intact+sig_macro_vix_up,ZRT,106,2063,50,638,0.16037735849056603,0.028114396509936985
sig_rs_intact+sig_macro_vix_up,Zone-Retest,4484,60296,187,1284,0.04081177520071365,0.009071911901286984
sig_rs_intact+sig_macro_vix_up,coil_floor,118,275,48,152,0.11016949152542373,0.07272727272727272
sig_rs_intact+sig_macro_vix_up,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_rs_intact+sig_macro_vix_up,ppr×NS,100,1605,54,597,0.08,0.02118380062305296
sig_rs_intact+sig_macro_vix_up,🌀Engulf-AbsRev,376,1564,114,569,0.047872340425531915,0.016624040920716114
sig_rs_intact+sig_macro_vix_up,🌉Z1G→T4,1,74,1,35,1.0,0.2702702702702703
sig_rs_intact+sig_macro_vix_up,🌉v2 Z1G→T3/T6,4,71,4,35,0.25,0.29577464788732394
sig_rs_intact+sig_macro_vix_up,🎬StopVol-Confirm,240,973,107,453,0.06666666666666667,0.01644398766700925
sig_rs_intact+sig_macro_vix_up,🎯Cluster,59,560,40,305,0.13559322033898305,0.02857142857142857
sig_rs_intact+sig_macro_vix_up,🎯Confluence,1,1,1,1,1.0,1.0
sig_rs_intact+sig_macro_vix_up,🎯Confluence≥3,53,1586,34,638,0.1509433962264151,0.0308953341740227
sig_rs_intact+sig_macro_vix_up,🎯Confluence≥4,2,167,2,126,0.5,0.08982035928143713
sig_rs_intact+sig_macro_vix_up,🎯T1-RS-Dip,165,540,61,270,0.10303030303030303,0.03333333333333333
sig_rs_intact+sig_macro_vix_up,🎯T3-RS-Dip,434,935,109,386,0.07603686635944701,0.020320855614973262
sig_rs_intact+sig_macro_vix_up,🏆L34→L34,15,211,11,160,0.13333333333333333,0.023696682464454975
sig_rs_intact+sig_macro_vix_up,👑Z1G-CROWN,11,385,9,146,0.18181818181818182,0.42077922077922075
sig_rs_intact+sig_macro_vix_up,📐RSI-Div,77,807,41,317,0.12987012987012986,0.042131350681536554
sig_rs_intact+sig_macro_vix_up,🔄DualReclaim,256,554,79,241,0.0546875,0.036101083032490974
sig_rs_intact+sig_macro_vix_up,🔄DualReclaim deep,44,87,28,61,0.11363636363636363,0.06896551724137931
sig_rs_intact+sig_macro_vix_up,🥪T2G-Sandwich,22,146,17,106,0.09090909090909091,0.04794520547945205
sig_rs_intact+sig_macro_vix_up,🧊Coil-Floor,1246,3972,158,740,0.058587479935794544,0.01863041289023162
sig_rs_intact+sig_macro_vix_up,🧲Z9-HL,5,145,5,56,0.2,0.4
sig_rs_intact+sig_macro_vix_up,🧺SEQ-20,25,246,16,162,0.2,0.044715447154471545
sig_rs_intact+sig_macro_vix_up,🪨T1G-NB,51,207,34,161,0.11764705882352941,0.028985507246376812
sig_conso+sig_lead_in_lag,Atomic,1925,20350,507,1207,0.019740259740259742,0.013857493857493857
sig_conso+sig_lead_in_lag,Atomic-R,13,137,10,80,0.23076923076923078,0.072992700729927
sig_conso+sig_lead_in_lag,D+L1,335,2685,209,774,0.029850746268656716,0.02011173184357542
sig_conso+sig_lead_in_lag,Engulf-Abs,24,586,24,254,0.041666666666666664,0.18600682593856654
sig_conso+sig_lead_in_lag,FailedBear-Turn,16,163,16,121,0.0625,0.049079754601226995
sig_conso+sig_lead_in_lag,G3+RL,57,757,39,250,0.08771929824561403,0.06472919418758256
sig_conso+sig_lead_in_lag,G3-Abs,14,187,13,122,0.14285714285714285,0.058823529411764705
sig_conso+sig_lead_in_lag,G3-gap,510,6610,188,1005,0.07647058823529412,0.031013615733736764
sig_conso+sig_lead_in_lag,G3→G3,396,4931,205,974,0.08838383838383838,0.03467856418576354
sig_conso+sig_lead_in_lag,G3→G3→RL,23,372,16,125,0.13043478260869565,0.32526881720430106
sig_conso+sig_lead_in_lag,G3→L46 🕐,836,9816,364,1143,0.039473684210526314,0.02689486552567237
sig_conso+sig_lead_in_lag,HighBase-15mDip,1292,5787,514,1018,0.02476780185758514,0.010195265249697598
sig_conso+sig_lead_in_lag,L34camp→REV,10,209,9,157,0.2,0.028708133971291867
sig_conso+sig_lead_in_lag,L43-TRIPLE,55,879,32,305,0.2,0.0671217292377702
sig_conso+sig_lead_in_lag,ND→SC→L46 🕐,1,147,1,82,1.0,0.1564625850340136
sig_conso+sig_lead_in_lag,NS→SC,15,304,13,177,0.2,0.0756578947368421
sig_conso+sig_lead_in_lag,P55,1564,14992,604,1255,0.017263427109974423,0.006937033084311633
sig_conso+sig_lead_in_lag,Parabola,5921,43381,978,1279,0.011315656139165681,0.004010972545584472
sig_conso+sig_lead_in_lag,QZ-Capit,518,6239,310,1088,0.015444015444015444,0.015066517070043276
sig_conso+sig_lead_in_lag,QZ-Capit-Rev,2787,33496,705,1256,0.010764262648008612,0.011255075232863626
sig_conso+sig_lead_in_lag,RTB-Base,1100,18756,412,1250,0.028181818181818183,0.008583919812326722
sig_conso+sig_lead_in_lag,Spring,46,1231,40,588,0.06521739130434782,0.012185215272136474
sig_conso+sig_lead_in_lag,T1-CapBounce,10,135,10,112,0.1,0.02962962962962963
sig_conso+sig_lead_in_lag,Washout,394,13689,196,1180,0.05583756345177665,0.019358609102198845
sig_conso+sig_lead_in_lag,Z-Absorb-Turn,7,26,7,24,0.14285714285714285,0.07692307692307693
sig_conso+sig_lead_in_lag,Z11-T11,20,315,14,157,0.3,0.08253968253968254
sig_conso+sig_lead_in_lag,ZRT,195,1974,128,633,0.05128205128205128,0.025329280648429583
sig_conso+sig_lead_in_lag,ZRT🟢,3,9,3,8,0.3333333333333333,0.2222222222222222
sig_conso+sig_lead_in_lag,Zone-Retest,5374,59406,904,1284,0.010978786751023446,0.008955324378008955
sig_conso+sig_lead_in_lag,coil_floor,82,311,60,169,0.04878048780487805,0.06109324758842444
sig_conso+sig_lead_in_lag,engulf_absorb_rev,2,1,2,1,0.5,1.0
sig_conso+sig_lead_in_lag,ppr×NS,168,1537,124,597,0.041666666666666664,0.02147039687703318
sig_conso+sig_lead_in_lag,🌀Engulf-AbsRev,648,1292,352,559,0.023148148148148147,0.016253869969040248
sig_conso+sig_lead_in_lag,🌉Z1G→T4,7,68,7,31,0.14285714285714285,0.29411764705882354
sig_conso+sig_lead_in_lag,🎬StopVol-Confirm,276,937,189,497,0.021739130434782608,0.016008537886873
sig_conso+sig_lead_in_lag,🎯Cluster,71,548,61,304,0.04225352112676056,0.02737226277372263
sig_conso+sig_lead_in_lag,🎯Confluence≥3,95,1544,73,627,0.07368421052631578,0.03173575129533679
sig_conso+sig_lead_in_lag,🎯Confluence≥4,10,159,10,121,0.1,0.09433962264150944
sig_conso+sig_lead_in_lag,🎯T1-RS-Dip,175,530,129,261,0.03428571428571429,0.03207547169811321
sig_conso+sig_lead_in_lag,🎯T3-RS-Dip,425,944,253,374,0.04470588235294118,0.02754237288135593
sig_conso+sig_lead_in_lag,🏆L34→L34,20,206,18,156,0.1,0.024271844660194174
sig_conso+sig_lead_in_lag,👑Z1G-CROWN,8,388,8,145,0.125,0.41494845360824745
sig_conso+sig_lead_in_lag,📐RSI-Div,274,610,173,264,0.06204379562043796,0.03934426229508197
sig_conso+sig_lead_in_lag,🔄DualReclaim,167,643,110,273,0.041916167664670656,0.027993779160186624
sig_conso+sig_lead_in_lag,🔄DualReclaim deep,25,106,23,73,0.08,0.05660377358490566
sig_conso+sig_lead_in_lag,🥪T2G-Sandwich,13,155,12,115,0.15384615384615385,0.04516129032258064
sig_conso+sig_lead_in_lag,🧊Coil-Floor,1986,3232,660,699,0.01812688821752266,0.017326732673267328
sig_conso+sig_lead_in_lag,🧲Z9-HL,7,143,7,56,0.14285714285714285,0.40559440559440557
sig_conso+sig_lead_in_lag,🧺SEQ-20,21,250,18,165,0.14285714285714285,0.044
sig_conso+sig_lead_in_lag,🪨T1G-NB,65,193,58,150,0.03076923076923077,0.031088082901554404
sig_conso+sig_h1_dr,Atomic,2151,20124,508,1201,0.0199907019990702,0.01366527529318227
sig_conso+sig_h1_dr,Atomic-R,23,127,18,74,0.21739130434782608,0.05511811023622047
sig_conso+sig_h1_dr,D+L1,307,2713,187,780,0.05537459283387622,0.020641356431994103
sig_conso+sig_h1_dr,Engulf-Abs,32,578,29,253,0.0625,0.185121107266436
sig_conso+sig_h1_dr,FailedBear-Turn,24,155,24,117,0.041666666666666664,0.05161290322580645
sig_conso+sig_h1_dr,G3+RL,94,720,59,242,0.06382978723404255,0.06805555555555555
sig_conso+sig_h1_dr,G3-Abs,16,185,9,127,0.375,0.03783783783783784
sig_conso+sig_h1_dr,G3-gap,911,6209,235,1001,0.0889132821075741,0.024158479626348848
sig_conso+sig_h1_dr,G3→G3,482,4845,187,977,0.11618257261410789,0.031166150670794635
sig_conso+sig_h1_dr,G3→G3→RL,52,343,28,120,0.28846153846153844,0.31486880466472306
sig_conso+sig_h1_dr,G3→L46 🕐,722,9930,297,1139,0.04293628808864266,0.027492447129909364
sig_conso+sig_h1_dr,HighBase-15mDip,1790,5289,582,1003,0.021787709497206705,0.012289657780298733
sig_conso+sig_h1_dr,L34camp→REV,10,209,9,159,0.2,0.028708133971291867
sig_conso+sig_h1_dr,L43-TRIPLE,76,858,36,305,0.14473684210526316,0.06643356643356643
sig_conso+sig_h1_dr,NS→SC,2,317,1,184,1.0,0.07255520504731862
sig_conso+sig_h1_dr,P55,1134,15422,446,1255,0.05555555555555555,0.006743613020360524
sig_conso+sig_h1_dr,Parabola,3081,46221,757,1276,0.011684518013631937,0.004543389368468878
sig_conso+sig_h1_dr,QZ-Capit,715,6042,373,1090,0.016783216783216783,0.015557762330354188
sig_conso+sig_h1_dr,QZ-Capit-Rev,3326,32957,773,1257,0.014732411304870716,0.010650241223412325
sig_conso+sig_h1_dr,RTB-Base,1405,18451,414,1249,0.04412811387900356,0.0087258143190071
sig_conso+sig_h1_dr,Spring,46,1231,37,593,0.06521739130434782,0.012185215272136474
sig_conso+sig_h1_dr,T1-CapBounce,11,134,10,111,0.18181818181818182,0.029850746268656716
sig_conso+sig_h1_dr,Washout,619,13464,243,1177,0.03877221324717286,0.0196078431372549
sig_conso+sig_h1_dr,Z-Absorb-Turn,1,32,1,30,1.0,0.0625
sig_conso+sig_h1_dr,Z11-T11,31,304,18,152,0.25806451612903225,0.06907894736842106
sig_conso+sig_h1_dr,ZRT,93,2076,76,645,0.06451612903225806,0.025048169556840076
sig_conso+sig_h1_dr,ZRT🟢,2,10,2,9,0.5,0.2
sig_conso+sig_h1_dr,Zone-Retest,6974,57806,963,1283,0.009033553197591053,0.008493927965955092
sig_conso+sig_h1_dr,coil_floor,108,285,81,156,0.08333333333333333,0.03859649122807018
sig_conso+sig_h1_dr,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_conso+sig_h1_dr,ppr×NS,170,1535,126,595,0.052941176470588235,0.021498371335504887
sig_conso+sig_h1_dr,🌀Engulf-AbsRev,370,1570,232,614,0.024324324324324326,0.015286624203821656
sig_conso+sig_h1_dr,🌉Z1G→T4,3,72,3,34,0.3333333333333333,0.2777777777777778
sig_conso+sig_h1_dr,🎬StopVol-Confirm,358,855,248,460,0.0223463687150838,0.01871345029239766
sig_conso+sig_h1_dr,🎯Cluster,41,578,40,315,0.04878048780487805,0.025951557093425604
sig_conso+sig_h1_dr,🎯Confluence≥3,55,1584,46,630,0.05454545454545454,0.030934343434343436
sig_conso+sig_h1_dr,🎯Confluence≥4,6,163,6,124,0.16666666666666666,0.09202453987730061
sig_conso+sig_h1_dr,🎯T1-RS-Dip,214,491,138,250,0.06074766355140187,0.034623217922606926
sig_conso+sig_h1_dr,🎯T3-RS-Dip,636,733,308,345,0.03459119496855346,0.021828103683492497
sig_conso+sig_h1_dr,🏆L34→L34,2,224,2,168,0.5,0.022321428571428572
sig_conso+sig_h1_dr,👑Z1G-CROWN,18,378,8,147,0.5,0.40476190476190477
sig_conso+sig_h1_dr,📐RSI-Div,13,871,12,354,0.15384615384615385,0.03788748564867968
sig_conso+sig_h1_dr,🔄DualReclaim,224,586,129,261,0.044642857142857144,0.02901023890784983
sig_conso+sig_h1_dr,🔄DualReclaim deep,35,96,30,69,0.05714285714285714,0.0625
sig_conso+sig_h1_dr,🧊Coil-Floor,2221,2997,638,749,0.01620891490319676,0.020353687020353686
sig_conso+sig_h1_dr,🧺SEQ-20,4,267,4,173,0.25,0.04119850187265917
sig_conso+sig_h1_dr,🪨T1G-NB,21,237,19,181,0.14285714285714285,0.02531645569620253
sig_conso+sig_macro_vix_up,Atomic,3393,18882,179,1162,0.0618921308576481,0.01567630547611482
sig_conso+sig_macro_vix_up,Atomic-R,29,121,23,67,0.13793103448275862,0.09917355371900827
sig_conso+sig_macro_vix_up,D+L1,510,2510,130,703,0.06666666666666667,0.022310756972111555
sig_conso+sig_macro_vix_up,Engulf-Abs,67,543,40,241,0.1044776119402985,0.2007366482504604
sig_conso+sig_macro_vix_up,FailedBear-Turn,37,142,33,104,0.08108108108108109,0.056338028169014086
sig_conso+sig_macro_vix_up,G3+RL,109,705,43,235,0.14678899082568808,0.06950354609929078
sig_conso+sig_macro_vix_up,G3-Abs,28,173,24,109,0.07142857142857142,0.06358381502890173
sig_conso+sig_macro_vix_up,G3-gap,1327,5793,164,946,0.12434061793519216,0.03003625064733299
sig_conso+sig_macro_vix_up,G3→G3,612,4715,141,942,0.13725490196078433,0.03732767762460233
sig_conso+sig_macro_vix_up,G3→G3→RL,58,337,23,116,0.1724137931034483,0.3649851632047478
sig_conso+sig_macro_vix_up,G3→L46 🕐,1364,9288,176,1093,0.10337243401759531,0.029392764857881136
sig_conso+sig_macro_vix_up,HighBase-15mDip,1380,5699,169,988,0.04492753623188406,0.011580979119143709
sig_conso+sig_macro_vix_up,L34camp→REV,15,204,14,155,0.13333333333333333,0.029411764705882353
sig_conso+sig_macro_vix_up,L43-TRIPLE,94,840,39,287,0.18085106382978725,0.07142857142857142
sig_conso+sig_macro_vix_up,ND→SC→L46 🕐,6,142,6,77,0.16666666666666666,0.1619718309859155
sig_conso+sig_macro_vix_up,NS→SC,11,308,10,176,0.18181818181818182,0.07467532467532467
sig_conso+sig_macro_vix_up,P55,2141,14415,203,1175,0.03503035964502569,0.007214706902532084
sig_conso+sig_macro_vix_up,Parabola,5415,43887,209,1266,0.017174515235457065,0.004990088181010322
sig_conso+sig_macro_vix_up,QZ-Capit,1040,5717,189,1069,0.04423076923076923,0.01644218995976911
sig_conso+sig_macro_vix_up,QZ-Capit-Rev,5301,30982,208,1246,0.02037351443123939,0.012587954296042864
sig_conso+sig_macro_vix_up,RTB-Base,4115,15741,204,1192,0.026731470230862697,0.010228066831840417
sig_conso+sig_macro_vix_up,Spring,161,1116,90,548,0.037267080745341616,0.013440860215053764
sig_conso+sig_macro_vix_up,T1-CapBounce,26,119,22,100,0.11538461538461539,0.03361344537815126
sig_conso+sig_macro_vix_up,Washout,1716,12367,184,1177,0.04079254079254079,0.02304520093798011
sig_conso+sig_macro_vix_up,Z-Absorb-Turn,4,29,4,27,0.25,0.06896551724137931
sig_conso+sig_macro_vix_up,Z11-T11,54,281,24,145,0.3148148148148148,0.09252669039145907
sig_conso+sig_macro_vix_up,ZRT,290,1879,100,593,0.05172413793103448,0.030867482703565728
sig_conso+sig_macro_vix_up,ZRT🟢,2,10,1,10,1.0,0.1
sig_conso+sig_macro_vix_up,Zone-Retest,11147,53633,210,1282,0.01901857001883915,0.0101989446795816
sig_conso+sig_macro_vix_up,coil_floor,65,328,34,182,0.1076923076923077,0.06097560975609756
sig_conso+sig_macro_vix_up,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_conso+sig_macro_vix_up,ppr×NS,200,1505,81,563,0.085,0.022591362126245847
sig_conso+sig_macro_vix_up,🌀Engulf-AbsRev,318,1622,102,610,0.04716981132075472,0.016029593094944512
sig_conso+sig_macro_vix_up,🌉Z1G→T4,6,69,4,32,0.5,0.2898550724637681
sig_conso+sig_macro_vix_up,🌉v2 Z1G→T3/T6,6,69,6,32,0.16666666666666666,0.30434782608695654
sig_conso+sig_macro_vix_up,🎬StopVol-Confirm,166,1047,89,502,0.07228915662650602,0.015281757402101241
sig_conso+sig_macro_vix_up,🎯Cluster,69,550,47,299,0.08695652173913043,0.02909090909090909
sig_conso+sig_macro_vix_up,🎯Confluence,1,1,1,1,1.0,1.0
sig_conso+sig_macro_vix_up,🎯Confluence≥3,164,1475,83,604,0.07317073170731707,0.033220338983050844
sig_conso+sig_macro_vix_up,🎯Confluence≥4,10,159,10,118,0.1,0.09433962264150944
sig_conso+sig_macro_vix_up,🎯T1-RS-Dip,95,610,44,307,0.1368421052631579,0.029508196721311476
sig_conso+sig_macro_vix_up,🎯T3-RS-Dip,339,1030,96,438,0.07669616519174041,0.018446601941747572
sig_conso+sig_macro_vix_up,🏆L34→L34,25,201,19,151,0.12,0.024875621890547265
sig_conso+sig_macro_vix_up,👑Z1G-CROWN,45,351,31,132,0.08888888888888889,0.46153846153846156
sig_conso+sig_macro_vix_up,📐RSI-Div,62,822,34,330,0.14516129032258066,0.0413625304136253
sig_conso+sig_macro_vix_up,🔄DualReclaim,112,698,54,298,0.0625,0.02865329512893983
sig_conso+sig_macro_vix_up,🔄DualReclaim deep,15,116,11,84,0.2,0.05172413793103448
sig_conso+sig_macro_vix_up,🥪T2G-Sandwich,11,157,10,115,0.18181818181818182,0.044585987261146494
sig_conso+sig_macro_vix_up,🧊Coil-Floor,1036,4182,151,813,0.03957528957528957,0.017694882831181254
sig_conso+sig_macro_vix_up,🧲Z9-HL,6,144,5,55,0.3333333333333333,0.4027777777777778
sig_conso+sig_macro_vix_up,🧺SEQ-20,33,238,23,155,0.18181818181818182,0.046218487394957986
sig_conso+sig_macro_vix_up,🪨T1G-NB,40,218,27,171,0.15,0.027522935779816515
sig_lead_in_lag+sig_h1_dr,Atomic,905,21370,327,1209,0.028729281767955802,0.01357042583060365
sig_lead_in_lag+sig_h1_dr,Atomic-R,8,142,7,82,0.25,0.07042253521126761
sig_lead_in_lag+sig_h1_dr,D+L1,127,2893,96,803,0.07874015748031496,0.01935706878672658
sig_lead_in_lag+sig_h1_dr,Engulf-Abs,20,590,20,257,0.05,0.1847457627118644
sig_lead_in_lag+sig_h1_dr,FailedBear-Turn,12,167,11,124,0.16666666666666666,0.04790419161676647
sig_lead_in_lag+sig_h1_dr,G3+RL,43,771,31,255,0.06976744186046512,0.06355382619974059
sig_lead_in_lag+sig_h1_dr,G3-Abs,5,196,4,130,0.4,0.05612244897959184
sig_lead_in_lag+sig_h1_dr,G3-gap,423,6697,144,1008,0.08983451536643026,0.030610721218456025
sig_lead_in_lag+sig_h1_dr,G3→G3,185,5142,83,994,0.16756756756756758,0.033644496304939715
sig_lead_in_lag+sig_h1_dr,G3→G3→RL,30,365,13,126,0.4666666666666667,0.29863013698630136
sig_lead_in_lag+sig_h1_dr,G3→L46 🕐,313,10339,177,1146,0.04472843450479233,0.026404874746106973
sig_lead_in_lag+sig_h1_dr,HighBase-15mDip,735,6344,366,1042,0.0326530612244898,0.010403530895334174
sig_lead_in_lag+sig_h1_dr,L34camp→REV,5,214,4,161,0.4,0.028037383177570093
sig_lead_in_lag+sig_h1_dr,L43-TRIPLE,70,864,34,305,0.17142857142857143,0.06712962962962964
sig_lead_in_lag+sig_h1_dr,ND→SC→L46 🕐,2,146,2,83,0.5,0.1506849315068493
sig_lead_in_lag+sig_h1_dr,NS→SC,3,316,2,183,0.6666666666666666,0.07278481012658228
sig_lead_in_lag+sig_h1_dr,P55,493,16063,288,1263,0.02434077079107505,0.006474506630143808
sig_lead_in_lag+sig_h1_dr,Parabola,1243,48059,487,1279,0.0249396621078037,0.00434882124055848
sig_lead_in_lag+sig_h1_dr,QZ-Capit,414,6343,251,1093,0.021739130434782608,0.01481948604761154
sig_lead_in_lag+sig_h1_dr,QZ-Capit-Rev,1709,34574,579,1257,0.016383850204798128,0.011077688436397292
sig_lead_in_lag+sig_h1_dr,RTB-Base,655,19201,303,1250,0.03206106870229008,0.008384979948960992
sig_lead_in_lag+sig_h1_dr,Spring,35,1242,25,598,0.14285714285714285,0.012077294685990338
sig_lead_in_lag+sig_h1_dr,T1-CapBounce,7,138,7,115,0.14285714285714285,0.028985507246376812
