setup,n_40,med_40,mean_40,win_40,pf_40,hold_40,yrs_40,nyr_40,worst_40,n_60,med_60,mean_60,win_60,pf_60,hold_60,yrs_60,nyr_60,worst_60,n_90,med_90,mean_90,win_90,pf_90,hold_90,yrs_90,nyr_90,worst_90,n_120,med_120,mean_120,win_120,pf_120,hold_120,yrs_120,nyr_120,worst_120,d90
FailedBear-Turn,997,1.0371263745361072,2.6167569257257073,55.06519558676028,1.6695785507219023,39.337011033099294,5,6,-0.354557137930883,997,2.6878691804812336,3.668013088600359,57.77331995987964,1.8181535396652564,58.25376128385155,6,6,1.05478604270029,997,3.258217767291388,4.637564094670558,58.37512537612839,1.8363279127202623,85.13640922768305,5,6,-0.3677832678908531,997,2.8470196220820085,4.226293448430207,55.1654964894684,1.6108415173864363,109.36208625877633,4,6,-3.3295319441922544,0.5703485868101543
D+L1🌀SC,2549,0.8292731397603172,1.4523644991554976,53.43271871322087,1.3345271813742678,38.97410749313456,5,6,-0.9159316329306553,2549,1.6108362830130674,2.350088505975641,55.27657905060808,1.4698073645870489,57.45272655943507,4,6,-1.1791853885837975,2549,2.541256830959121,3.8496428929125646,55.86504511573166,1.663485086296127,83.55511965476657,4,6,-2.804505701491211,2549,2.4633505296504596,3.9474509881954134,55.94350725774814,1.582598599966822,107.12710867006669,4,6,-3.5082899806512136,0.9304205479460534
Spring🌀SC,1480,0.7678243861917791,1.6342468135032933,52.36486486486487,1.3253631359037097,39.31216216216216,5,6,-0.5722179690900329,1480,1.0744425848160324,1.6948835720443207,52.63513513513514,1.2808960803816987,57.98243243243243,4,6,-1.2792993067112954,1480,0.0175623854488828,1.4223903352850908,50.0,1.1847510779105193,84.26081081081081,4,6,-2.3188056151067613,1480,1.1596381280206294,1.249325162155075,51.95945945945945,1.141224687414885,107.90608108108108,4,6,-3.992193781993164,-1.0568801993671495
Atomic🌀SC,17438,1.3590058852351263,1.975754119600999,54.90308521619451,1.459407240683537,39.20707649959858,6,6,0.4339945357801524,17438,1.6422564315018817,2.4591088574717723,54.85147379286616,1.4687763007978398,57.9176511067783,5,6,-1.390503747401339,17438,2.434636610030277,3.702461388361298,56.05000573460259,1.6105616258816322,84.48434453492374,5,6,-2.5143725473949163,17438,2.7434458002558006,4.3562857121745315,55.734602592040375,1.640380140881201,108.67146461750201,4,6,-1.2973944188947093,0.7923801785283955
Washout🌀SC,6936,0.48337696246302814,1.0801131227681398,51.81660899653979,1.231281762504463,39.42214532871972,5,6,-1.174191977951605,6936,0.9110545130327998,1.3933882876834909,52.99884659746251,1.248728823806684,58.44059976931949,5,6,-0.1490807630992462,6936,2.386995879578885,3.240007311513048,55.8679354094579,1.5183982203974515,85.47664359861592,4,6,-1.654407894531068,6936,1.7650832142233341,3.1581189135777183,53.76297577854672,1.4279885678119315,110.01340830449827,4,6,-3.9847241043197315,1.4759413665460852
RTB-Base🧱OB,9646,6.058297355875003,7.619752063970936,66.32801161103048,2.748470178113843,38.44391457599005,6,6,2.535477955905657,9646,6.590720633575958,8.218038413241704,64.19241136222269,2.475865234205426,56.51254405971387,6,6,2.1184379419422026,9646,6.209260994345173,8.734160224834378,61.48662658096621,2.2645155177166814,81.95925772340867,5,6,-1.9697041231693302,9646,5.73148487338449,8.90507244837014,59.41322828115281,2.107409181872815,105.03275969313705,5,6,-6.125415797257689,-0.3814596392307852
FailedBear🧱OB,186,6.65544393934126,7.784664630011575,63.97849462365591,3.492002924087913,39.715053763440864,5,6,-1.6106179182420466,186,6.1151103610546045,9.341533753084036,66.66666666666666,3.146928628187436,58.94086021505376,6,6,1.1945972816928108,186,5.898011840707579,11.114254916813138,64.51612903225806,2.964811713510232,86.26344086021506,5,6,-3.6905715754404325,186,7.621424045075481,11.066772246127867,61.82795698924731,2.6040413051424633,110.88172043010752,5,6,-8.907314685526234,-0.21709852034702593
G3→G3→RL🧱OB,412,15.219807540524071,17.260800677052114,85.92233009708737,12.967757332729413,39.13834951456311,6,6,6.413010728851582,412,19.136285095954513,22.566825673949364,85.43689320388349,13.54347957286394,58.3252427184466,6,6,6.530881749409772,412,18.42581327304415,23.114461192128545,81.31067961165049,9.621284659058729,86.66504854368932,6,6,3.5918512889643486,412,21.243371313064802,26.755555740544455,78.39805825242718,9.23606982979656,114.06553398058253,5,6,-0.5395147377942997,-0.7104718229103639
RTB-Base🏆RS,5385,3.7115130456354892,4.451818007473378,62.17270194986072,2.385902162475353,39.26982358402971,5,5,1.9500774673178733,5385,3.748206743938148,4.6861221168057385,60.575673166202414,2.194824968974783,58.29656453110492,5,5,0.6477461536450959,5385,4.50929705243524,5.98185531545329,59.647168059424324,2.1748797838511926,85.69025069637883,4,5,-0.36708556048589674,5385,4.241114761372527,6.762959046525255,59.01578458681522,2.171944210233857,110.77251624883937,5,5,0.13317836485729498,0.7610903084970921
Z11-T11🏆RS,161,6.346204246684622,6.9849154280565235,71.42857142857143,4.445601565071955,39.07453416149068,4,5,-1.2227233415684489,161,8.01421698861436,9.749193210725954,77.63975155279503,4.875716115883261,58.08074534161491,5,5,1.8806275280955964,161,13.125385337403333,14.214981042058636,73.29192546583852,5.389411761633597,86.08695652173913,5,5,3.069614874682186,161,12.836076440894201,14.41988403770302,72.67080745341616,4.891733650979804,109.68944099378882,5,5,2.960398219826704,5.111168348788974
Washout🏆RS,3094,3.8251907079415783,4.599168573495942,61.47382029734971,2.2429421983783846,39.436974789915965,5,5,2.3277086047080617,3094,4.273604304328543,5.612946493948356,61.6677440206852,2.3040831117480516,58.63574660633484,5,5,1.7188224885916037,3094,5.5127145450234725,7.156564615571304,61.18293471234648,2.2739430776832164,86.34001292824823,5,5,0.5141290071712437,3094,4.799508646195344,8.037024146821349,59.59922430510666,2.279346164486693,111.45927601809954,4,5,-0.32426043377308245,1.239110240694929
D+L1🏆RS,1943,1.8093411264518189,3.045694208585361,56.45908389089037,1.6703036033037741,38.514668039114774,5,5,1.006947612475423,1943,3.0482508493856084,4.2374204013546555,57.64282038085435,1.7886554283498797,56.68708183221822,5,5,0.1789948207188087,1943,3.6862093477533495,6.135622333542519,58.723623262995375,1.9837855616591737,82.43180648481729,4,5,-0.8063962891655172,1943,4.148114921513596,7.5150268968644784,58.878023674729796,2.1418416682410255,104.9788986103963,5,5,0.21647611016632498,0.6379584983677411
Spring🏆RS,282,4.131624519793281,4.828306633988782,60.63829787234043,2.3270793054680494,39.843971631205676,5,5,1.7188985368320975,282,3.2209687324038336,4.626338558007381,59.57446808510638,2.0484535972582667,59.301418439716315,5,5,0.8536532332413085,282,4.791936380480028,7.229711381258907,56.38297872340425,2.223231263729538,87.25531914893617,4,5,-0.7155925824143814,282,6.127958696702279,8.22837054247038,63.829787234042556,2.2630422093675184,113.70921985815603,5,5,3.4936598004513817,1.570967648076194
Engulf-Abs🏆RS,160,3.1142771342719753,4.524452363869931,60.62499999999999,2.190600258231438,38.7375,4,5,-1.2117931370660582,160,5.6241840206919305,7.679014018336083,63.74999999999999,2.8949383385553222,57.50625,3,5,-0.9984426420357073,160,7.0649316020723605,8.381048669882277,65.625,2.6055243550760614,84.95,4,5,-3.1301754061820732,160,10.6970959974019,14.005619320518642,65.0,3.4798311259948735,110.94375,4,5,-0.9726349106140728,1.44074758138043
L43-TRIPLE🏆RS,320,5.5625961323447495,6.638350253142973,70.625,3.821988545997426,39.23125,5,5,0.4370426008002028,320,6.281429935519617,7.236569814158313,69.0625,3.2952473407615,58.2875,5,5,2.941570737027038,320,11.560548471904413,12.759840138686632,71.875,4.856118055395366,86.2375,5,5,4.426468630387742,320,11.606013044462687,13.216279384295127,69.375,4.45157245967636,111.003125,5,5,5.311688856153768,5.279118536384797
Atomic🏆RS💎,10166,1.172841267016528,2.125158900733279,53.757623450718086,1.4186139181311064,38.91904387172929,5,6,-0.6879490572753331,10166,1.5815310519561254,3.1215409028499708,54.15109187487705,1.5261880427369572,57.36356482392288,5,6,-0.47763421111779986,10166,2.1415306433689,4.809043503307201,54.515050167224075,1.6999793499722047,83.47471965374778,4,6,-12.981817658930456,10166,3.127139625655312,7.080250762705111,56.059413732048,1.9750292585136855,107.04819988195948,4,6,-20.344911309659715,0.5599995914127744
QZ-Capit🔵dwell,40636,1.2728088111364224,1.8464124723809316,54.284378383699185,1.3869543777988604,39.440963677527314,6,6,0.7146041538398875,40636,2.0843588321913966,2.750083863089176,55.66984939462546,1.5027032948663164,58.40294320307117,6,6,0.7166011162266952,40636,2.8696823982331363,3.6050295476762786,56.45732847721232,1.54627204833312,85.3097745841126,5,6,-2.048225622938987,40636,2.572648361677116,3.827826636222852,54.96850083669652,1.4967285737592002,109.89327197558815,4,6,-5.663967935470665,0.7853235660417397
D+L1🔵dwell,2280,0.8672768789760479,1.446323423235164,53.46491228070176,1.3295162863494154,38.65701754385965,6,6,0.29192969804552893,2280,1.6648734451011282,2.390374205323423,55.30701754385965,1.4495923442085268,56.733333333333334,5,6,-0.41247310749453187,2280,2.6555472491836705,3.999422936763329,56.666666666666664,1.662762614325144,82.0030701754386,4,6,-2.939235718974981,2280,2.986235192884851,4.68086078065856,57.719298245614034,1.714800452167088,104.39166666666667,4,6,-4.194970839233486,0.9906738040825422
L43🔵dwell,1445,3.805741514631605,4.92364154925999,60.692041522491344,2.194228092997979,39.32110726643599,6,6,1.3458634514521508,1445,3.876678749075052,6.146355235412548,60.76124567474048,2.2689021308184034,58.22629757785467,6,6,2.1556289234863577,1445,6.533828078480269,9.424426015072918,64.63667820069205,2.7721476691755735,85.35432525951558,6,6,0.9016232594327658,1445,7.783253678863905,10.593190370604516,62.90657439446367,2.712450646781245,110.02006920415225,5,6,-3.4991578471553817,2.6571493294052173
ZRT🟢L46,14075,1.60141952206872,2.220380905996206,55.687388987566614,1.5231925250803637,39.19666074600355,6,6,0.43259717861224306,14075,1.7842130180409754,2.5399348083393867,55.54529307282415,1.4860372137172906,57.99126110124334,6,6,0.2687631908826983,14075,2.646175485951524,3.7642759058164423,56.710479573712256,1.6114775798907421,84.56191829484902,5,6,-0.05984561498589267,14075,3.352228431725318,4.514036974264492,56.53285968028419,1.6523660544359262,108.71573712255773,5,6,-2.6856056970404882,0.8619624679105484
ZRT🟢L46🔵dw,10750,1.6771290166904984,2.3549032524633122,56.093023255813954,1.584913633775831,39.23218604651163,6,6,0.3747130603134087,10750,1.8854162893260862,2.647530815427896,56.14883720930233,1.5371356288209603,58.06827906976744,6,6,0.6500936190843078,10750,2.854380698179143,3.9546457514468765,57.50697674418605,1.6892499177172515,84.62055813953488,5,6,-0.09000595745038407,10750,3.4739276547773033,4.606447689442877,57.15348837209302,1.706864652611678,108.6933023255814,5,6,-1.8792811507041318,0.9689644088530567
Washout🔎iv,27134,1.4244690232155746,2.8917547199149563,54.09080857964178,1.513452246346037,39.2230043487875,5,6,-0.7897840791402708,27134,2.2147804411605856,4.023481093624814,55.461782265791996,1.6049659601978432,58.02937274268446,5,6,-1.4232681323006866,27134,2.7053508331437213,5.2395514072705796,55.38070317682612,1.6587280333050691,84.79122134591287,4,6,-4.842413936221557,27134,2.300827151205592,5.787526483776968,54.02078573008035,1.6266374841649662,109.26468637134222,4,6,-9.811357220470345,0.4905703919831357
ZRT🟢🔎iv,12680,1.6928252876170669,2.362766090662413,55.97003154574133,1.5723091052790368,39.197870662460566,6,6,0.6855887221798809,12680,1.9132737532424449,2.703786945253237,55.91482649842271,1.5314088921310824,58.01253943217666,6,6,0.40204732836846574,12680,2.7222327509827835,3.962460218471031,56.90851735015773,1.6624306549699357,84.61711356466877,5,6,-0.07651027524168673,12680,3.4804668260991987,4.804304602194564,56.94006309148265,1.7168042650373205,108.79108832807572,5,6,-1.4575336750092758,0.8089589977403386
Washout💥vol,19857,1.4431932489957613,2.8529740893791913,54.29823236138389,1.5382167130440991,39.204310822380016,6,6,0.37974981083218073,19857,2.2229279755997586,3.9810493924252612,55.673062396132345,1.6392818455026572,58.01384902049655,5,6,-0.1748237210369151,19857,2.9847715269201434,5.387960217645926,56.28241929798056,1.732910416533645,84.75937956388175,5,6,-3.455427189619514,19857,2.9955864983013445,6.225717019356891,55.26010978496249,1.734262716860594,109.17887898474089,4,6,-7.330862013624889,0.7618435513203847
🧊Coil-Floor,16051,2.8170447599628554,3.7553874024395397,58.582019811849726,1.9362038113884148,39.37262475858202,5,5,1.5167870097120342,16051,3.3891642048728796,4.559650865109651,59.03682013581708,1.9959300331556602,58.405706809544576,5,5,0.9364731892443525,16051,4.4419704917509515,6.165577166626309,59.292255934209706,2.105281248734524,85.67646875584076,4,5,-0.12068639662389789,16051,4.8292832119342375,7.368859337822244,59.180113388573915,2.19940851117183,110.5210267273067,4,5,-0.01060584767215698,1.0528062868780719
🌀Engulf-AbsRev🟡,2590,1.8491441248589202,2.8841805390968616,56.21621621621622,1.6374996943024305,38.7003861003861,6,6,0.27499410462175644,2590,2.219906705955826,4.09688779808075,56.795366795366796,1.7791573292494811,56.6945945945946,6,6,0.13548129737533401,2590,3.0060990765449045,5.259986138123431,57.992277992278,1.8857446883784945,81.81698841698842,4,6,-6.568769202660291,2590,3.741715432070075,7.087491075524791,57.95366795366795,2.0757729266685305,104.31660231660231,4,6,-5.908875111537576,0.7861923705890783
🎯T1-RS-Dip,1715,3.013673579861381,4.376263217889892,60.11661807580175,2.0125154517067507,39.287463556851314,5,5,1.7447851490123123,1715,3.6008065387299,5.228553440317847,58.71720116618076,1.996380642943106,58.09212827988338,5,5,2.265786938199615,1715,5.018556793139211,7.254464851050139,59.475218658892125,2.131886583207428,84.78192419825074,5,5,0.7412568845396819,1715,5.659653171689777,8.932033755983861,59.533527696793,2.2679540714776394,109.17900874635569,5,5,1.3017275690369536,1.4177502544093112
🎯T3-RS-Dip,5530,1.84251235561938,3.3362336239583374,55.33453887884268,1.7727326378624433,39.20108499095841,5,6,-0.17095395179505535,5530,2.592849072506925,4.405891982731311,56.88969258589511,1.8837821955246152,58.12965641952984,6,6,0.07749251437703676,5530,3.810054879267838,6.073797356516284,58.26401446654611,2.02680610212934,85.30614828209765,4,6,-16.904054467607043,5530,4.589602515267438,7.7347946139338095,58.752260397830014,2.1775858179003573,110.0884267631103,4,6,-23.063825730771175,1.217205806760913
🏆L34→L34,463,0.7837728423138182,3.6660089099651136,52.69978401727862,1.6900848348380402,38.26133909287257,4,6,-1.4267949206941688,463,0.8776541389221628,4.646558575624416,53.131749460043196,1.7338679028223414,56.019438444924404,3,6,-2.2024307547723945,463,0.9974488015360552,5.2184254852478995,52.26781857451404,1.6545123117998688,80.74082073434126,4,6,-8.712247610971835,463,-0.29977533699450654,5.548923012161626,49.676025917926566,1.584749513754462,102.90064794816415,2,6,-12.376609073833079,0.11979466261389238
🏆L34→L34+RS,194,2.234926476124005,4.478612009365071,55.670103092783506,2.053079896038075,38.01546391752577,5,5,0.39126786021426735,194,2.6989085117124887,5.117094407236299,55.670103092783506,1.9454627841944796,55.422680412371136,4,5,-0.43489066130169546,194,3.1174474649445063,8.662643630142403,58.24742268041238,2.3841230777723856,79.87113402061856,5,5,1.4490427499184113,194,1.778476961211889,8.67412755160652,53.608247422680414,2.11553459801946,102.19072164948453,3,5,-2.5804031499121303,0.4185389532320176
G3-Abs🕯️mid,3161,3.873395978242683,4.772710787743656,61.689338816830116,2.2003266518131976,39.055362227143306,6,6,0.7065948950863379,3161,4.069168462898337,5.963270488773343,61.088263207845614,2.256813119319716,57.80670673837393,6,6,0.9230862868008729,3161,5.10458546036861,7.57499189779869,61.59443214172731,2.3518993601779994,84.95792470737109,5,6,-1.0550425287753515,3161,6.89632706113244,9.23891176350101,61.81588105030053,2.515257829260297,110.16323948117684,6,6,2.213139099758715,1.0354169974702732
L43-TRIPLE🕯️mid,250,4.52279565306522,6.473278470071501,64.0,2.644188421890196,39.612,6,6,2.044729777318582,250,6.611147859578731,9.324757823903221,67.2,3.3405472575312105,58.596,6,6,2.7040880152289057,250,8.343343053645464,11.770854973200208,66.4,3.418687447577227,86.452,6,6,3.505618477834199,250,9.09264984895633,13.841229386939357,65.60000000000001,3.4763596469172353,112.848,6,6,1.5045999072209661,1.7321951940667333
📐RSI-Div🏆RS,1834,1.4956461658403866,2.304169694386287,54.79825517993457,1.485109897266291,39.26063249727372,5,5,0.45491340711074096,1834,3.814970176664395,4.192191999045462,59.16030534351145,1.8202287749013586,58.00109051254089,5,5,1.2404591348833374,1834,3.771392760847686,5.176798874868235,58.45147219193021,1.8224039956734257,84.93129770992367,5,5,0.9745570381796411,1834,4.537541889947233,7.015185300893053,58.724100327153764,2.06952686042527,109.43893129770993,5,5,2.2301447212132732,-0.04357741581670904
📐RSI-Div🏆RS deep,936,2.2596884199821474,2.928259057121868,56.41025641025641,1.6275769932288418,39.092948717948715,4,5,-0.06436049423090272,936,4.231498906076764,4.85403484419484,61.21794871794872,1.9575320467739892,57.84615384615385,5,5,2.1712088503914426,936,4.390910384974106,6.394757547195661,59.18803418803419,2.017876979156973,84.94337606837607,5,5,1.454648920365981,936,4.537890050556853,7.690877097923586,58.65384615384615,2.163085331761558,109.34081196581197,5,5,1.847541322424956,0.15941147889734175
🔄DualReclaim🏆RS,4444,3.641763748659149,4.664893217522613,61.83618361836184,2.301398834549096,39.22839783978398,5,5,2.3087056232176604,4444,4.246481535936225,5.350480251420712,61.58865886588659,2.2516274537114227,58.26215121512151,5,5,2.4009805704442613,4444,4.656406124917728,6.63231849560431,60.103510351035105,2.201488070072185,85.77812781278128,5,5,0.16212403380752596,4444,5.274690430711088,8.260121081244401,60.05850585058505,2.3699332056895854,111.07335733573358,5,5,0.014391635208882555,0.40992458898150286
🔄DualReclaim deep,1475,4.7618525812821275,5.761579124060507,66.03389830508475,3.017399275988183,39.32542372881356,5,5,0.9726793005547965,1475,4.803531370731401,6.651936784891332,64.0,2.9586749732173736,58.54305084745763,5,5,2.3011911239567198,1475,5.32311049382877,6.997789836738309,60.20338983050847,2.3900708198453344,86.41694915254237,5,5,0.9248717020290789,1475,5.478366618964797,8.519554177876069,59.728813559322035,2.5204090981386154,111.87661016949153,5,5,0.8120722867166199,0.519579123097369
Washout🕐DR,2344,4.125852423341142,4.8530260709360284,62.28668941979522,2.3750873874984624,39.56612627986348,5,5,2.1945516762198967,2344,4.759403919781086,5.8267157910458725,62.755972696245735,2.4246756442416038,58.88011945392491,5,5,1.6133373811708929,2344,5.8338772237897905,7.909672577198672,62.54266211604096,2.5002387240092663,86.72610921501706,5,5,1.412092145122196,2344,5.684863362215259,8.724291790555391,60.79351535836177,2.4698769434841035,111.85409556313994,5,5,0.042315315821112164,1.0744733040087047
Zone-Retest🕐DR,15826,2.06213935522615,2.961363851911313,57.01377480096045,1.7324701139419152,39.31884241122204,5,6,-14.3151782838758,15826,2.7145648118112984,3.881077839047738,57.96790092253254,1.8362673539584333,58.189371919625934,6,6,1.0748032999261805,15826,3.7928988302440017,5.446009762716466,58.688234550739296,1.9853949875235974,85.00625552887654,5,6,-0.06803430261292363,15826,4.5366714161240775,6.9667181494004975,59.1937318336914,2.154879547634776,109.41450777202073,5,6,-22.155996440639896,1.0783340184327033
L43-TRIPLE🕐DR,234,6.278058791914637,7.032508422884604,73.93162393162393,4.314157529429372,39.47435897435897,5,5,3.14468307212476,234,7.7003515991640406,8.174176677877922,73.93162393162393,3.9199876620733343,58.87179487179487,5,5,6.5030006002912035,234,14.598354525373475,14.325498845184018,75.21367521367522,6.491915209849952,87.42307692307692,5,5,9.246556874109817,234,14.667203061054341,15.007555702256429,74.78632478632478,6.327929199688349,112.47008547008546,5,5,6.036604609223689,6.8980029262094344
RTB-Base🕐DR,3593,3.691512317034312,4.401357655990417,62.25994990258836,2.4331027835481707,39.47870860005566,5,5,1.5653373285880179,3593,3.982300574479419,4.7873740527435045,61.53632062343446,2.304586020498562,58.731978847759535,4,5,-0.1197433173532546,3593,4.889536131487421,6.316275896767815,61.14667408850543,2.3374660932730746,86.44642360144726,5,5,0.8540242405976675,3593,4.358907961508734,6.862405858095115,59.50459226273309,2.236990199361088,111.8736431951016,4,5,-0.398931468735325,0.9072355570080015
G3→G3🕐DR,2904,5.309193284410068,6.039124384853789,66.28787878787878,2.81560002904745,39.337465564738295,5,5,0.27028838989507376,2904,5.845203130850324,7.859755009233646,65.49586776859503,3.001202039447175,58.44490358126722,5,5,2.5239235927264456,2904,7.844327076185126,10.810002603725502,66.66666666666666,3.3443388776180543,85.98932506887053,5,5,0.38277260328548074,2904,8.697951899318685,12.20947775587948,65.70247933884298,3.3580092925849723,111.52789256198348,5,5,4.246069475443886,1.9991239453348015
QZ-Capit🕐DR,4659,2.383052576073169,3.4732778388404726,57.415754453745436,1.769058196973602,39.416613007083065,5,5,1.6709527813542568,4659,2.986470918801448,4.60123587166104,57.75917578879588,1.8949662268461238,58.3520068684267,5,5,0.5941482441738368,4659,4.805327899032546,6.83384743639977,59.540673964370036,2.1574714495585945,85.24747799957072,5,5,0.33250042576806205,4659,4.664436352085005,8.088001121179179,58.7465121270659,2.237668799545004,109.85790942262288,5,5,0.24379072017264872,1.8188569802310983
🎬StopVol-Confirm,3821,0.6482898421073249,1.046806776536201,52.289976445956555,1.195503657151981,39.109657157812094,4,5,-2.033594910394881,3821,1.4431298791035165,2.4419487495560834,53.91258832766292,1.4156272724265717,57.87935095524732,4,5,-1.1999757035921097,3821,1.7354517130592717,4.04192962271771,54.43601151531012,1.5767559807181755,84.2117246794033,4,5,-3.6265032001307542,3821,2.8749806922423513,5.737195973182028,55.8492541219576,1.763963810599441,108.43862863124836,4,5,-2.585930109994644,0.2923218339557552
🎬StopVol-Deep,1022,2.250634147424541,2.6664445133048673,56.75146771037182,1.5989844609261212,39.28375733855186,4,5,-0.5115788438554367,1022,2.911973131166129,4.450273691154042,58.121330724070454,1.95729024280247,58.52152641878669,4,5,-0.9295465426899128,1022,4.057906150943097,6.307183373045841,57.827788649706456,2.0826988826896518,86.21037181996086,4,5,-3.225877827724405,1022,4.344113976364566,7.531252506874518,59.589041095890416,2.202594705542364,112.34833659491194,4,5,-2.1515970110116687,1.145933019776968
Washout🧊CONSO,11418,1.2122650552966077,1.7027172955158048,54.6242774566474,1.4255747987954488,39.29111928533894,6,6,0.7025250886712411,11418,1.729349111789119,2.388811013774878,55.63145909966719,1.5029349638239125,58.223244000700646,6,6,0.7192894920682371,11418,2.242452112676613,3.075195450957701,56.043089858118755,1.5431806087865394,85.11578209844106,5,6,-1.314917522521247,11418,2.0161618010179625,3.229721015371681,54.72937467157121,1.4839309711053168,109.6475740059555,4,6,-2.714282352124581,0.5131030008874939
RTB-Base🧊CONSO,37677,1.1287435656789637,1.6541199630974213,53.762242216737,1.3376318124853366,38.84088435915811,6,6,0.36605326805324034,37677,1.515299556478006,2.207006698482019,54.51867186877936,1.3883367903201476,57.308092470207285,6,6,0.1990860508612803,37677,1.8798218241007414,2.7028399997280053,54.43373941662022,1.397496720556965,83.38795551662818,4,6,-2.0205798196248628,37677,1.7921509444350614,2.9532021443276917,53.687926321097756,1.378000480259471,107.21142872309366,4,6,-3.9983370834159757,0.3645222676227353
L43-TRIPLE🔇QUIET,1230,4.798554522713855,6.260174331299606,63.65853658536585,2.6973391147379076,39.35284552845528,6,6,0.8284008456164118,1230,4.4577021835433825,7.044702956737805,62.520325203252035,2.4744530848882795,58.27479674796748,6,6,1.505034540853395,1230,6.72524413872439,10.490423349165374,65.3658536585366,3.0455266413755626,85.6089430894309,5,6,-2.762799300320262,1230,8.93961187974503,11.656081596540394,64.39024390243902,2.909643527024267,110.4219512195122,5,6,-8.502181247510565,2.2675419551810077
🥇G3·LEAD-in-LAG,1781,5.286395365663293,6.168155013426483,68.55699045480067,3.1386240479302026,38.690061763054466,5,5,0.8472685218744171,1781,4.980439933320341,6.667725447313355,65.63728242560359,2.845497610668154,57.39640651319483,5,5,2.1558096531808566,1781,9.241201659049874,10.889095592807992,68.61313868613139,3.7369369195925937,84.24256035934869,5,5,4.338590403785419,1781,9.48990263761092,12.582375912053866,68.95002807411566,4.0638428791951675,108.13924761370016,5,5,4.890756173432159,4.260761725729534
🥇G3A·LEAD-in-LAG,1123,5.553901869855876,6.165976296861903,69.99109528049866,3.1268186468445966,38.724844167408726,5,5,1.216221383313615,1123,5.438294649503478,6.782664757708548,66.87444345503117,2.864636413108491,57.3926981300089,5,5,3.0695521836357544,1123,9.423888533931441,11.338544572820657,68.6553873552983,3.9176495218777934,83.96527159394479,5,5,5.328146416738516,1123,10.026910720040632,13.041123040299135,69.36776491540516,4.236855417823898,107.42920747996438,5,5,6.003291795762217,3.9855938844279635
🥇L43·LEAD-in-LAG,171,5.885004063900562,7.012863870828746,74.85380116959064,4.417923872672531,39.30409356725146,5,5,1.792532636552474,171,6.3569063072058505,7.216684678394747,71.34502923976608,3.4457424753850963,58.239766081871345,5,5,1.694762652062315,171,14.630378538350058,13.613508564741819,74.26900584795322,5.763157999900141,85.91228070175438,5,5,3.0314236171135542,171,13.887516118667081,13.465818280555858,73.68421052631578,4.999862389209949,108.93567251461988,5,5,4.748291896951612,8.273472231144208
🥪T2G-Sandwich🏆RS,197,0.5270601195997817,2.509827618916077,51.26903553299492,1.534214540999601,39.005076142131976,3,5,-2.252154031522563,197,1.7828706744950795,3.615946222472582,57.868020304568525,1.7198462523306342,57.055837563451774,4,5,-0.08490648052401616,197,2.6156886639603414,4.23630306559892,56.34517766497462,1.6689719867596837,82.21319796954315,4,5,-3.950117923872104,197,3.0621080861529535,6.121378044232486,54.82233502538071,1.9154447104767311,104.98477157360406,4,5,-6.710133050535655,0.8328179894652619
🪨T1G-NB🏆RS,342,2.3262620073916827,3.9887571292498745,56.72514619883041,1.9051688960753843,39.111111111111114,3,5,-0.13464266114610587,342,3.531184098322199,5.177018876477259,59.356725146198826,2.0562803527625264,57.1812865497076,5,5,1.1166304058289502,342,3.9129707367245024,7.1130328580415885,60.23391812865497,2.237620627761219,82.49707602339181,5,5,0.5086689963582471,342,3.254637037037339,8.072522987380115,54.97076023391813,2.1894399294430467,105.33625730994152,3,5,-1.5052564092358165,0.3817866384023034
🌉Z1G→T4 🟡watch,166,6.521823333197313,9.897834899495745,69.87951807228916,4.767950445253634,39.36746987951807,5,6,-3.628116159094702,166,8.047746699174002,15.715130881235018,67.46987951807229,5.624065384639715,58.3433734939759,5,6,-2.3424132299918075,166,8.737646301613006,17.89403305002532,67.46987951807229,5.132560159043755,85.77710843373494,6,6,0.15336214856875321,166,9.919573009936695,23.300381184305696,66.26506024096386,6.435694733393627,112.01807228915662,3,6,-6.221544228344117,0.6898996024390041
🧲Z9-HL 🟡watch,270,9.57114134817066,9.083368643555298,74.81481481481481,3.531900996628939,39.266666666666666,3,6,-13.491832353974736,270,13.588650607097758,12.889549631709258,74.44444444444444,3.8643997138114003,58.11851851851852,2,6,-11.2266085304278,270,12.430721039965514,12.813548429851432,73.70370370370371,3.404687403758695,85.6037037037037,3,6,-12.977345096662646,270,13.162481233732908,15.238066729378016,67.03703703703704,3.308027722003912,111.86666666666666,2,6,-21.077856769758657,-1.1579295671322445
🌉v2 Z1G→T3/T6 🟡watch,188,10.30763887501897,12.10586739135631,75.53191489361703,5.548975969769395,39.26063829787234,5,6,-2.1995056797212866,188,16.60403072879087,17.302505261292453,78.19148936170212,6.406079174152842,58.17553191489362,5,6,-5.6379302979987,188,13.338893558407722,17.32399725515286,75.53191489361703,5.426327438361197,86.0372340425532,5,6,-7.761634707383319,188,16.89158358736203,21.284926062709058,74.46808510638297,5.304446831394412,112.80851063829788,5,6,-2.5778948830569135,-3.2651371703831487
