generator,rep,band_p95,best_est,n_clears_band,n_promoted,n_final,pct_lvl0,pct_unchanged,pct_lvl1,pct_lvl2,combolab_freeze
marginal_date_v1,176,3.286116891540587,3.2393227331340313,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,177,3.3325174264609814,2.6968312449753284,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,178,3.1985462782904506,2.8768688440322876,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,179,3.262464627623558,2.867835946381092,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,180,3.2432667864486575,2.900209464132786,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,181,3.2571401726454496,3.012030478566885,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,182,3.294693874195218,3.156258910894394,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,183,3.258357420563698,2.811842132359743,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,184,3.269063183106482,2.8471524827182293,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,185,3.280110778287053,3.323946613818407,1,1,1,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,186,3.292769161053002,2.9909771867096424,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,187,3.2753053354099393,2.899042423814535,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,188,3.2561364909633994,3.3247744664549828,1,1,1,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,189,3.260227511636913,2.6903068646788597,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,190,3.232003776356578,2.6560979895293713,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,191,3.22428819257766,2.9972823336720467,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,192,3.2075507938861847,3.169594518840313,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,193,3.291066102683544,3.0790616758167744,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,194,3.2613478135317564,3.2088312320411205,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,195,3.249699454754591,3.1206795014441013,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,196,3.272864301688969,2.8768884018063545,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,197,3.2271186215803027,2.9607748612761497,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,198,3.1891596131026745,3.199388924986124,1,1,1,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
marginal_date_v1,199,3.309974023140967,2.7123804204165936,0,0,0,1.0,0.0,,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,0,3.2244085194543004,3.220503870397806,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,1,3.268759408965707,3.0329111963510513,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,2,3.1975869787856936,3.031779546290636,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,3,3.3124547731131315,3.484997898340225,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,4,3.2432604441419244,3.057020716369152,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,5,3.3250166988000274,3.3363486640155315,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,6,3.207655814476311,3.10202119871974,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,7,3.253680830821395,3.092943411320448,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,8,3.239161428064108,3.327449969947338,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,9,3.316079080104828,3.1154049560427666,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,10,3.2545972894877195,3.154215682297945,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,11,3.2359142415225506,3.471831511706114,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,12,3.289963137358427,3.481799177825451,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,13,3.2678392436355352,3.1891432590782642,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,14,3.2462210999801755,3.453880548477173,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,15,3.2789838360622525,3.188989032059908,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,16,3.243725886568427,3.4826566465198994,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,17,3.2833240274339914,3.4519925713539124,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,18,3.228005114942789,3.4494428895413876,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,19,3.1606878619641066,2.990157064050436,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,20,3.2852592831477523,3.3320268616080284,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,21,3.209029478020966,3.2324529252946377,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,22,3.3129735430702567,3.207063302397728,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,23,3.2275669369846582,3.4190045669674873,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,24,3.3088050736114383,3.2109247520565987,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,25,3.258599480614066,3.242237586528063,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,26,3.304133201017976,3.210996836423874,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,27,3.3343048114329576,3.3129606395959854,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,28,3.2212443463504314,3.342766873538494,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,29,3.2970413891598582,2.8149498626589775,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,30,3.281743093393743,3.3021469600498676,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,31,3.228432172909379,3.2974446192383766,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,32,3.2379783876240253,3.3335507847368717,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,33,3.2728990633040667,3.280019201338291,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,34,3.2867205794900656,2.8917531482875347,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,35,3.2158959098160267,3.3454266376793385,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,36,3.2330437749624252,3.138372302055359,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,37,3.311356189660728,2.990107797086239,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,38,3.263522149063647,3.2145953737199306,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,39,3.2341777300462127,3.289428446441889,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,40,3.288825531490147,3.204616717994213,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,41,3.2184538384899497,3.0772103928029537,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,42,3.2246858859434724,3.43510415405035,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,43,3.24269431643188,3.2862601801753044,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,44,3.2629559421911836,3.4017247147858143,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,45,3.2601223373785615,3.1970744021236897,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,46,3.262913031503558,3.479873947799206,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,47,3.2837847294285893,3.024663496762514,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,48,3.2635059347376227,3.1348331831395626,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,49,3.283133525401354,3.3891732804477215,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,50,3.3230511052533984,3.2600736245512962,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,51,3.22455161716789,3.182751964777708,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,52,3.283683923073113,3.2775068655610085,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,53,3.2844805251806974,3.3127031289041042,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,54,3.272440773434937,3.3217194490134716,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,55,3.213174846023321,3.435417078435421,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,56,3.25389820151031,3.4174522385001183,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,57,3.247980745509267,3.600411769002676,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,58,3.2634099014103413,3.210996836423874,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,59,3.2608505245298147,3.4117501229047775,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,60,3.2366231828927994,3.1631062738597393,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,61,3.261931105516851,3.2536995597183704,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,62,3.2375933742150664,3.740157373249531,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,63,3.276718039996922,2.9378806240856647,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,64,3.24146281927824,3.1290671788156033,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,65,3.261504997499287,3.0878398567438126,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,66,3.341322406195104,3.3077504485845566,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,67,3.2306114491075277,3.319138567894697,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,68,3.289345186203718,3.2592186704277992,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,69,3.2671632012352347,2.9910833574831486,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,70,3.237272063270211,3.085673414170742,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,71,3.251624070107937,3.0757191590964794,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,72,3.1939422711730003,2.8848224319517612,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,73,3.1824678368866444,3.3952338621020317,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,74,3.2518720580264926,3.2294120639562607,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,75,3.2900262204930186,3.358115814626217,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,76,3.2506499579176307,3.052639216184616,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,77,3.2119985530152917,3.349225874990225,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,78,3.2758085429668427,3.0347196385264397,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,79,3.259285748936236,3.347618132829666,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,80,3.2229197025299072,3.5443690605461597,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,81,3.310853401198983,3.4324385225772858,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,82,3.2543231220915914,3.308276180177927,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,83,3.293047333136201,3.105048183351755,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,84,3.3220961317420006,3.287316858768463,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,85,3.2436570711433887,3.528599441051483,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,86,3.2248345343396068,3.2226658426225185,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,87,3.32517527975142,3.253338858485222,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,88,3.2381936721503735,3.363874088972807,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,89,3.288598726503551,3.388333600014448,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,90,3.248462649062276,3.4672146663069725,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,91,3.243108158931136,2.9903074726462364,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,92,3.284391602501273,3.3058068715035915,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,93,3.287224555388093,3.4130552783608437,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,94,3.1815298134461045,3.41021828353405,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,95,3.2279463624581695,3.3081541769206524,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,96,3.2249186281114817,3.30745168030262,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,97,3.2001889077946544,3.190063778311014,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,98,3.210468809120357,3.277410287410021,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,99,3.1999525893479586,3.587779588997364,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,100,3.239181311801076,3.209259919822216,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,101,3.2293225824832916,3.3461556769907475,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,102,3.2269193651154637,3.1051739118993282,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,103,3.272569878026843,3.3160687424242496,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,104,3.2755948277190328,3.204407263547182,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,105,3.222184795886278,3.1101479195058346,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,106,3.303544712252915,3.2691430300474167,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,107,3.22413417045027,3.15642636269331,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,108,3.2563090976327658,2.9731261543929577,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,109,3.326427689753473,2.9373502358794212,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,110,3.18936035502702,3.2562337815761566,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,111,3.3340292563661933,3.4341512247920036,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,112,3.1475954968482256,3.172209672629833,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,113,3.2066287007182837,3.2288757152855396,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,114,3.2637138245627284,3.485069889575243,1,1,1,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
conditional_hierarchical_setup_v1,115,3.2561783120036125,2.9848504811525345,0,0,0,0.9288865397437359,6.563787927466689e-05,0.07104782237698944,,6f7e5ee496551ab2bdb10dfa3170ed0e9efa6c1f
