ticker,seg,base,std,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,wtop
CARG,🏦majority,3.683,17.758,6.028,2.299,1.638,-1.012,,,,
CARR,🏦majority,0.917,11.806,-1.021,-0.231,2.075,-4.967,,,,
CART,🏦majority,2.638,16.092,-2.204,8.293,1.945,-5.04,,,,
CASH,🏦majority,2.044,12.352,-4.227,5.136,1.886,-1.464,,,,
CASY,🏦majority,4.229,7.846,-2.34,2.146,-4.016,-1.804,,,,
CAT,🏦majority,4.708,12.589,16.103,2.441,4.198,-1.458,,,,-3.902
CATY,🏦majority,2.794,10.541,3.662,4.178,-1.794,-0.461,,,,
CB,🏦majority,3.094,6.299,,0.409,-0.17,-2.263,,,,
CBOE,🏦majority,3.216,7.909,,5.131,-0.763,-4.25,,,,-1.034
CBRE,🏦majority,2.974,11.7,6.391,3.289,3.27,-3.668,,,,
CBRL,🏦majority,-4.692,20.353,12.921,-1.244,0.754,-5.873,16.732,,,
CBSH,🏦majority,0.063,8.566,4.181,0.95,-0.034,-3.997,0.532,,,
CCEP,🏦majority,1.426,8.014,-4.306,3.361,-2.731,-0.446,,,,
CCI,🏦majority,-3.179,10.175,3.656,1.879,-2.77,-2.516,2.259,,,
CCL,🏦majority,0.448,22.171,8.3,5.363,-0.294,-0.584,4.33,,,
CCOI,🏦majority,-2.759,16.785,9.392,-3.88,5.964,-4.681,7.206,,,
CCRN,🏦majority,-4.31,21.92,15.148,-1.781,5.04,-0.772,11.853,,,
CCSI,🏦majority,-1.722,22.137,-0.881,-1.907,4.74,6.167,14.528,,,
CDLX,🏦majority,-22.174,33.998,-14.866,11.66,-4.025,-0.179,,,,
CDNA,🏦majority,-6.859,27.772,10.878,-2.313,0.579,-0.221,,,,
CDNS,⚡panic,4.589,12.085,22.112,4.282,0.242,-1.711,,,,
CDW,🏦majority,-1.32,10.278,7.09,-2.192,-0.687,1.749,,,,
CE,🎲chase,-1.337,16.543,-4.07,1.716,8.61,2.009,-5.055,,,
CECO,🏦majority,10.835,19.851,-8.101,-1.847,3.397,-1.476,,,,
CEG,🏦majority,5.297,19.659,13.853,0.846,-1.751,2.045,,,,
CELH,🎲chase,0.841,25.706,-9.099,3.762,12.718,-9.41,,,,
CENTA,🏦majority,-0.08,9.077,12.627,0.836,-4.18,-4.531,,,,
CENX,🏦majority,6.049,27.772,-2.202,1.904,-5.349,0.615,,,,-20.754
CERT,🏦majority,-5.113,19.675,8.543,-0.484,-5.017,7.198,5.843,,,9.858
CEVA,🏦majority,-2.558,20.409,7.328,2.231,-7.491,2.907,,,,
CF,🏦majority,0.693,15.199,8.983,0.983,0.302,3.373,,,,
CFFN,🏦majority,-1.159,9.97,2.72,-3.977,1.657,0.243,0.795,,,-8.715
CFG,🏦majority,2.981,12.874,3.131,-1.156,-1.831,-3.192,,-1.733,,-5.076
CFLT,⚡panic,0.07,25.753,25.778,3.489,-0.444,0.388,,,,
CG,🏦majority,-0.076,15.804,11.395,0.325,0.693,-7.382,,,,
CGBD,🏦majority,-0.331,8.606,1.117,-4.51,0.954,,,,,
CGEM,🎲chase,-2.552,27.039,-13.28,-0.197,12.49,,,,,
CGNX,🏦majority,0.767,16.555,2.319,1.219,5.322,0.227,1.432,,,
CHCO,🏦majority,1.598,6.592,,1.673,-0.539,-1.619,,,,
CHD,🏦majority,1.191,7.685,6.279,0.09,0.911,-4.599,,,,
CHDN,🏦majority,-0.334,10.991,-1.638,1.931,-1.086,-1.132,,,,
CHEF,⚡panic,3.521,15.418,41.997,3.65,0.126,-0.075,,,,
CHKP,🏦majority,-0.08,9.585,-2.958,0.851,4.993,2.685,,,,2.347
CHRD,🏦majority,-0.357,12.245,-0.582,-0.104,-1.748,0.986,,,,
CHRW,🏦majority,1.766,10.96,7.328,-0.059,-3.608,-3.818,,,,
CHTR,🏦majority,-6.231,14.837,1.718,0.25,5.205,1.32,5.47,,,
CI,🏦majority,0.823,8.415,7.218,0.487,1.223,0.486,,,,
CIGI,🏦majority,-0.431,13.284,2.943,1.861,-3.015,0.582,,,,
CINF,🏦majority,2.047,7.99,3.81,1.07,-3.048,-3.012,,,,
CL,🏦majority,0.785,7.038,4.862,0.495,-2.562,-2.474,,,,
CLBT,🏦majority,2.709,18.648,-21.551,-2.278,-6.239,2.061,,,,
CLDX,🏦majority,-0.224,20.877,14.526,1.613,0.318,-4.22,,,,
CLFD,🎰lottery,0.511,24.77,1.024,4.431,6.186,-6.672,-14.266,,,-34.371
CLSK,🏦majority,-3.249,33.536,2.121,3.08,-5.957,-3.265,,,,
CLX,🏦majority,-1.148,9.953,3.09,-0.125,-1.572,0.125,2.23,,,-6.995
CMCO,🎲chase,-0.77,17.63,-1.625,2.099,7.653,-5.018,4.078,,,
CMCSA,🏦majority,-3.026,8.719,2.063,-0.663,-1.421,-2.648,0.566,,,
