band,n_clears,n_promoted,n_final,gen,evaluated,ineligible,uncomputable,coverage,design_hash,shift
1.263663148775429,1,1,1,G2,6.0,0.0,0.0,0.8394147398843931,14574cff1430,994.0
2.213380204833285,1,1,1,G2,6.0,0.0,0.0,0.8416281549946676,07d17e4d42af,1124.0
1.729667296610089,0,0,0,G2,6.0,0.0,0.0,0.8347138554216867,c81978f55c1d,1295.0
1.2416226940012691,0,0,0,G2,6.0,0.0,0.0,0.8265177445505314,0ac4716290c0,97.0
2.2521003835878424,1,1,1,G2,6.0,0.0,0.0,0.8345824411134903,505e838610d6,421.0
0.7675902271234343,1,0,0,G2,6.0,0.0,0.0,0.7854984894259819,ddcfe4dc4e1b,1252.0
0.7374127656351174,1,0,0,G2,6.0,0.0,0.0,0.8435600862575966,70e3d3fa5651,900.0
0.6940143282253952,0,0,0,G2,6.0,0.0,0.0,0.8565587176970887,9b2901923482,84.0
2.392526327452579,0,0,0,G2,6.0,0.0,0.0,0.7950613136233832,c22b5f5a78a7,30.0
0.6618357914454714,0,0,0,G2,6.0,0.0,0.0,0.8061725968154119,cf55c3c4479e,191.0
1.5618807830940973,1,1,1,G2,6.0,0.0,0.0,0.85245617080368,a160d54a6fc8,151.0
1.3237470683228019,1,1,1,G2,6.0,0.0,0.0,0.8373259052924791,7a3778976a6d,1201.0
2.1563827144576075,1,1,1,G2,6.0,0.0,0.0,0.8349341871220206,fe954d2ba01a,1140.0
1.752345314490898,0,0,0,G2,6.0,0.0,0.0,0.8194293968941856,b5172d8888e2,1111.0
1.3861877592525358,0,0,0,G2,6.0,0.0,0.0,0.8085335797905114,a295e87cb132,703.0
1.6580331625361855,1,1,1,G2,6.0,0.0,0.0,0.8533514800952705,c8e850bc7b9e,387.0
0.9695455978465318,2,2,1,G2,6.0,0.0,0.0,0.8707874682472481,adf97e57e5c6,1142.0
0.5743276362013281,1,0,0,G2,6.0,0.0,0.0,0.8647411616161617,3275c8839cc0,1013.0
1.3175667090488352,0,0,0,G2,6.0,0.0,0.0,0.8368200836820083,a39c8d3f4605,599.0
2.001696905392611,2,2,2,G2,6.0,0.0,0.0,0.8656451612903225,e1840439be0c,265.0
1.2908887183611577,0,0,0,G2,6.0,0.0,0.0,0.813795702977761,c3a093f1b2e6,594.0
1.320905447377124,2,2,1,G2,6.0,0.0,0.0,0.8514429900646586,bfcb293299a8,914.0
1.4811626657676997,0,0,0,G2,6.0,0.0,0.0,0.849377990430622,0eab96a41073,1285.0
1.7346897874810767,1,1,1,G2,6.0,0.0,0.0,0.8579934504316761,8f95df24c788,1038.0
0.9391157243158258,1,0,0,G2,6.0,0.0,0.0,0.8333333333333334,cfd7cb2c40a5,951.0
1.6909893153098257,1,1,0,G2,6.0,0.0,0.0,0.8410936654033568,b65ad844a0bf,5.0
1.5419531810323686,1,1,1,G2,6.0,0.0,0.0,0.8228930378642471,3e8f0464ccfb,1060.0
