band,n_clears,n_promoted,n_final,gen,evaluated,ineligible,uncomputable,coverage,design_hash,shift
1.0135952282734002,0,0,0,G2,6.0,0.0,0.0,0.8336913712853562,b39374fa823c,206.0
3.107025506044819,0,0,0,G2,6.0,0.0,0.0,0.8508902077151336,a88de0867696,253.0
0.8601382118915746,2,2,1,G2,6.0,0.0,0.0,0.8085499000461326,7088be695bff,906.0
1.10188474399282,1,1,0,G2,6.0,0.0,0.0,0.7970379641218189,53f24b759fa7,619.0
1.7598035952335616,0,0,0,G2,6.0,0.0,0.0,0.8303490685476578,d0a0655485ab,742.0
1.233001956671773,2,2,2,G2,6.0,0.0,0.0,0.8603030830865703,4d73b021fc0e,238.0
1.5461082153401324,0,0,0,G2,6.0,0.0,0.0,0.8230525202678887,9f66af602866,630.0
0.9856502624611088,0,0,0,G2,6.0,0.0,0.0,0.8344678731529138,6fae6bb98904,47.0
0.5358541813164301,0,0,0,G2,6.0,0.0,0.0,0.8395796847635727,56179d777761,572.0
0.653724866138917,1,0,0,G2,6.0,0.0,0.0,0.7534327187132208,8572bc33f3eb,1243.0
0.8475730229545881,0,0,0,G2,6.0,0.0,0.0,0.8622300058377116,ee6bc5901c32,310.0
0.5881971969153997,1,0,0,G2,6.0,0.0,0.0,0.8582949308755761,4467974e6ec4,907.0
1.183540305221486,1,1,1,G2,6.0,0.0,0.0,0.7642781396758067,1ce076fac511,1042.0
0.5530694036721753,1,0,0,G2,6.0,0.0,0.0,0.8393988507440695,89b83b3457d4,676.0
1.105011358064841,2,1,0,G2,6.0,0.0,0.0,0.790025823111685,5ba21a61efaa,242.0
0.6622212301875159,2,0,0,G2,6.0,0.0,0.0,0.812341504649197,3c44bec33a5a,773.0
1.5002191124445707,1,1,1,G2,6.0,0.0,0.0,0.8249714005556463,20ca787060de,381.0
2.205397334642971,0,0,0,G2,6.0,0.0,0.0,0.8416627744044839,3d6268a03075,1206.0
1.0271869931440223,0,0,0,G2,6.0,0.0,0.0,0.865455078411256,930031959420,109.0
0.6582687041854566,1,1,0,G2,6.0,0.0,0.0,0.7102203713343744,aecaaead573d,130.0
