ticker,date,med_before,med_after,level_shift,bar_ratio
ORIS,2024-12-06,142.4,30.2,0.21207865168539325,0.06463131583645777
ORMP,2023-01-12,8.43,2.08,0.24673784104389088,0.2354031510658017
OST,2025-06-26,132.875,2.605,0.01960489181561618,0.06097560975609756
OTLK,2023-08-30,32.8,4.555,0.1388719512195122,0.19042553191489361
OVID,2024-06-17,3.085,0.91,0.29497568881685576,0.24012158054711247
PAPL,2025-07-22,0.28500000000000003,4.535,15.912280701754385,38.88888888888889
PAVS,2025-12-01,732.6,24.84,0.033906633906633905,0.07428571428571427
PAVS,2026-06-29,1.0550000000000002,4.915,4.6587677725118475,87.85714285714285
PETZ,2022-01-10,98.2,8.985,0.0914969450101833,0.18137254901960786
PFSA,2026-07-07,0.29,1.73,5.9655172413793105,25.545454545454547
PHUN,2021-10-22,50.5,180.75,3.5792079207920793,5.712418300653595
PHUN,2024-01-16,4.13,14.49,3.5084745762711864,5.540897097625329
PHVS,2022-12-08,3.415,9.5,2.781844802342606,4.565737051792829
PLRZ,2025-05-13,567.6,4.805,0.008465468639887244,0.08142857142857143
POAS,2026-02-13,3.645,1.5950000000000002,0.4375857338820302,0.1651090342679128
POAS,2026-05-29,2.255,0.29,0.1286031042128603,0.1947565543071161
PRAX,2022-06-06,130.8,40.725,0.3113532110091743,0.21885913853317812
PRHI,2026-06-02,0.68,5.085,7.477941176470588,7.821917808219178
PROK,2025-07-08,0.75,2.73,3.64,6.114754098360656
PRQR,2022-02-11,6.859999999999999,0.98,0.14285714285714288,0.24645390070921985
PRTS,2026-05-26,0.815,6.154999999999999,7.552147239263803,9.53225806451613
PSIG,2026-06-26,7.895,1.22,0.15452818239392022,0.12288135593220338
PSQH,2026-07-13,0.49,3.7,7.551020408163266,11.756097560975611
PTN,2025-11-12,0.44,17.28,39.27272727272727,122.66666666666666
PW,2026-06-03,0.755,9.35,12.3841059602649,11.144578313253012
QH,2025-10-29,208640.0,32640.0,0.15644171779141106,0.15517241379310345
QH,2026-02-26,29896.0,3360.0,0.1123896173401124,0.18285714285714286
QH,2026-05-29,3360.0,193920.0,57.714285714285715,82.23404255319149
QMMM,2024-11-18,8.475,0.86,0.10147492625368731,0.2360163710777626
QNCX,2026-01-29,33.9,1.175,0.03466076696165192,0.0849056603773585
QNCX,2026-02-10,31.3,1.05,0.03354632587859425,4.061538461538461
QNCX,2026-06-30,1.07,18.67,17.448598130841123,19.77173913043478
QTI,2026-01-28,0.48,5.825,12.135416666666668,14.975
QTTB,2024-12-11,44.345,3.295,0.07430375465103169,0.2437525604260549
QUCY,2026-05-13,0.48,1.93,4.020833333333333,4.1875
QXO,2024-07-30,73.765,13.73,0.1861316342438826,0.19917355371900827
RAIN,2023-05-22,8.125,1.245,0.15323076923076925,0.1228600201409869
RAIN,2025-01-02,1.2,3.71,3.091666666666667,6.033057851239669
RAYA,2025-07-21,4587.0,119.57,0.02606714628297362,0.0523202614379085
RBNE,2026-07-09,1.045,3.2,3.0622009569377995,17.456521739130434
RDGT,2026-03-24,258.605,1.905,0.007366446897778465,0.03711359404096834
RETO,2023-08-24,4210.0,1199.6999999999998,0.28496437054631824,0.17065868263473055
RGS,2024-06-25,5.085,22.884999999999998,4.500491642084562,4.047337278106508
RLMD,2022-10-13,31.895,5.98,0.18749020222605425,0.20416535184600818
RLMD,2024-12-04,3.325,0.38,0.11428571428571428,0.22743682310469315
RMSG,2026-04-13,0.575,1.38,2.4,5.744680851063831
RMTI,2026-07-01,0.715,6.359999999999999,8.895104895104895,9.436363636363636
RNA,2026-02-27,72.63499999999999,13.71,0.18875197907344948,0.2026098901098901
